variant,quarter,snapshot_date,miss_rank,ticker,why_missed,entry_score_0_100,tier_0_bucket,tier_1_bucket,tier_2_bucket,tier_3_bucket,tier_4_bucket,hp0_high_price_broad,hp1_quality_pullback,hp2_dislocation_momentum_priority,hp2_dislocation_momentum_watch,hp3_large_quality_theme_exception,hp4_score_reacceleration_watch,hp_production_extension,hp_research_extension,hp_LLM_best,rm1_low_price_dislocation_momentum,rm2_weak_acceleration,rm3_mid_price_dislocation_momentum,rm4_persistent_repricing_wave,rm_buy_review_flag,primary_theme,secondary_themes,theme_role,theme_confidence,theme_driver_type,theme_momentum,theme_acceleration_score,theme_tailwind_score,theme_acceleration_research_visibility,theme_acceleration_rescan_flag,akg_universe_tier,tier_structure_score,hp_structure_score,scoring_formula_version,tier_rule_version,hp_rule_version,rm_rule_version,theme_rule_version,return_20d_pct,return_60d_pct,winner_90d_30pct,loser_90d_minus30pct,return_10d_pct,return_30d_pct,return_90d_pct
high_conviction_top10_v1,2023Q3,2023-08-08,11,HIMS,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,-26.0259,-31.8575,False,True,-26.4579,-26.9978,-32.1814
high_conviction_top10_v1,2023Q3,2023-08-04,12,SABR,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,8.2474,-18.9691,False,False,13.7113,10.7216,-14.6392
high_conviction_top10_v1,2023Q3,2023-08-04,13,WTTR,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,-3.6905,-8.2143,False,False,-0.3571,-1.3095,-12.2619
high_conviction_top10_v1,2023Q3,2023-08-09,14,CTOS,NOT_IN_TOP10,78,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,-6.2857,-11.5714,False,False,-8.8571,-6.8571,-12.7143
high_conviction_top10_v1,2023Q3,2023-08-02,15,CVGI,NOT_IN_TOP10,78,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,22,0,,,,,,-18.6425,-31.1312,False,True,-10.8597,-17.2851,-36.9231
high_conviction_top10_v1,2023Q3,2023-09-22,16,GBX,NOT_IN_TOP10,78,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,HP4 - Fundamental reacceleration watch tag,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,-1.3298,-9.8888,False,False,-3.6509,-0.7737,4.6905
high_conviction_top10_v1,2023Q3,2023-08-03,17,OSW,NOT_IN_TOP10,78,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,22,0,,,,,,-6.9689,-6.9689,False,False,1.0915,-3.3585,-13.2662
high_conviction_top10_v1,2023Q3,2023-08-09,18,REAL,NOT_IN_TOP10,78,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,30,0,,,,,,9.6774,-31.1828,False,True,-7.0968,9.2473,-30.7527
high_conviction_top10_v1,2023Q3,2023-08-04,19,SHAK,NOT_IN_TOP10,78,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,HP4 - Fundamental reacceleration watch tag,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,-9.3183,-26.7885,False,False,-0.4277,-13.1934,-26.8144
high_conviction_top10_v1,2023Q3,2023-08-02,20,UBER,NOT_IN_TOP10,78,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,HP4 - Fundamental reacceleration watch tag,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,-3.7021,-0.8142,False,False,-2.6164,2.1387,-6.0254
high_conviction_top10_v1,2023Q4,2023-10-24,1,AMRX,NOT_IN_TOP10,81,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,1,,,,,,,,0,,,,30,0,,,,,,20.9040,65.8192,True,False,21.1864,27.6836,54.5198
high_conviction_top10_v1,2023Q4,2023-10-26,2,ORN,NOT_IN_TOP10,81,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,-2.1739,-3.9526,False,False,-14.2292,-3.7549,7.7075
high_conviction_top10_v1,2023Q4,2023-11-08,3,REAL,NOT_IN_TOP10,80,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,22.5131,3.6649,False,False,19.8953,23.8220,-0.5236
high_conviction_top10_v1,2023Q4,2023-11-16,4,EZPW,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,-2.7555,-1.7222,False,False,-6.8886,1.4925,23.4214
high_conviction_top10_v1,2023Q4,2023-11-07,5,HIMS,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,25,0,,,,,,22.1566,30.1329,False,False,10.3397,28.8035,26.4402
high_conviction_top10_v1,2023Q4,2023-11-07,6,JBI,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,25,0,,,,,,7.1935,41.2361,True,False,5.6738,8.5106,45.2888
high_conviction_top10_v1,2023Q4,2023-11-03,7,NVRI,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,25,0,,,,,,-10.7692,38.1538,True,False,-12.1538,2.7692,37.0769
high_conviction_top10_v1,2023Q4,2023-11-03,8,SABR,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,-9.8592,0.2347,False,False,-21.3615,-9.8592,-1.6432
high_conviction_top10_v1,2023Q4,2023-11-08,9,WTI,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,-12.2016,-18.3024,False,False,-3.9788,-15.3846,-25.7294
high_conviction_top10_v1,2023Q4,2023-11-01,10,WTTR,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,4.8921,7.9137,False,False,5.8993,6.6187,10.7914
high_conviction_top10_v1,2023Q4,2023-10-25,11,HLX,NOT_IN_TOP10,78,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,22,0,,,,,,-4.8544,3.2039,False,False,-3.2039,-10.3884,-4.7573
high_conviction_top10_v1,2023Q4,2023-11-03,12,VITL,NOT_IN_TOP10,78,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,22,0,,,,,,9.3777,31.5431,False,False,0.9378,18.8406,29.0708
high_conviction_top10_v1,2023Q4,2023-11-09,13,CDE,NOT_IN_TOP10,77,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,32.4561,23.2456,False,False,12.2807,36.4035,17.1053
high_conviction_top10_v1,2023Q4,2023-11-09,14,RAMP,NOT_IN_TOP10,77,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,0,,,,,0,,,,,,,,0,,,,0,18,,,,,,-5.1967,1.9236,False,False,-0.8039,-2.4979,17.6285
high_conviction_top10_v1,2023Q4,2023-11-07,15,ADEA,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,25,0,,,,,,8.8170,34.7098,True,False,10.2679,7.9241,39.5089
high_conviction_top10_v1,2023Q4,2023-11-17,16,BV,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,9.3923,15.6077,False,False,3.4530,12.9834,20.0276
high_conviction_top10_v1,2023Q4,2023-11-07,17,DCGO,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,-6.7213,-17.2131,False,True,-4.9180,-11.9672,-46.2295
high_conviction_top10_v1,2023Q4,2023-11-07,18,KOS,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,-0.2911,-1.4556,False,False,1.0189,-9.4614,-20.9607
high_conviction_top10_v1,2023Q4,2023-11-30,19,NTNX,NOT_IN_TOP10,76,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,4.0,27.9551,True,False,4.0899,3.0337,32.6742
high_conviction_top10_v1,2023Q4,2023-11-02,20,ZETA,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,7.8456,4.6077,False,False,1.7435,4.7323,20.5480
high_conviction_top10_v1,2024Q1,2024-02-28,1,COMP,NOT_IN_TOP10,87,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,RM1 - Low-price dislocation momentum,,,,0,,,,,,,,0,,,,30,0,,,,,,-14.8997,-6.3037,False,False,4.2980,4.2980,14.0401
high_conviction_top10_v1,2024Q1,2024-03-13,2,BVS,NOT_IN_TOP10,86,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,,,,0,,,,,,,,0,,,,29,0,,,,,,-11.5789,0.3509,False,False,-10.0000,-19.8246,14.5614
high_conviction_top10_v1,2024Q1,2024-03-06,3,CIFR,NOT_IN_TOP10,86,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,1,Bitcoin mining production growth,"[""bitcoin spot ETF approval"", ""halving cycle"", ""transaction fee spikes""]",direct_beneficiary,medium,revenue,accelerating,,0,,,,30,0,,,,,,78.7671,53.0822,True,False,35.2740,38.6986,31.8493
high_conviction_top10_v1,2024Q1,2024-03-01,4,NVRI,NOT_IN_TOP10,86,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,,,,0,,,,,,,,0,,,,29,0,,,,,,9.7311,-0.3841,False,False,4.9936,13.3163,7.6825
high_conviction_top10_v1,2024Q1,2024-03-01,5,ARLO,NOT_IN_TOP10,85,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,22,0,,,,,,22.3474,16.2441,True,False,4.1315,17.5587,33.8967
high_conviction_top10_v1,2024Q1,2024-02-14,6,LYFT,NOT_IN_TOP10,85,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,22,0,,,,,,12.5501,20.0267,False,False,6.4753,15.0200,13.7517
high_conviction_top10_v1,2024Q1,2024-01-30,7,CDE,NOT_IN_TOP10,83,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,30,0,,,,,,-11.7845,40.7407,True,False,-9.0909,-12.7946,65.3199
high_conviction_top10_v1,2024Q1,2024-02-28,8,HLX,NOT_IN_TOP10,83,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,14.0177,23.1788,False,False,4.0839,20.8609,26.0486
high_conviction_top10_v1,2024Q1,2024-02-22,9,UIS,NOT_IN_TOP10,83,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,-5.2930,4.7259,False,False,0.0000,-6.2382,-11.3422
high_conviction_top10_v1,2024Q1,2024-01-03,10,VYGR,NOT_IN_TOP10,83,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,-18.6896,3.5446,False,False,-19.0118,-19.9785,6.4447
high_conviction_top10_v1,2024Q1,2024-02-27,11,HIMS,NOT_IN_TOP10,81,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,22,0,,,,,,27.1695,1.7843,True,False,15.6529,25.4663,54.9067
high_conviction_top10_v1,2024Q1,2024-02-29,12,ORN,NOT_IN_TOP10,81,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,16.5969,-3.6262,True,False,25.3835,22.0363,37.5174
high_conviction_top10_v1,2024Q1,2024-03-07,13,MG,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,11.8743,4.1909,False,False,4.1909,9.6624,-0.9313
high_conviction_top10_v1,2024Q1,2024-02-16,14,SABR,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,-35.8824,-25.0000,False,False,-21.4706,-42.3529,-9.1177
high_conviction_top10_v1,2024Q1,2024-02-29,15,VST,NOT_IN_TOP10,79,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,25.5171,46.5965,True,False,9.1576,34.5055,94.8477
high_conviction_top10_v1,2024Q1,2024-02-09,16,CTLP,NOT_IN_TOP10,78,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,-1.6641,-2.8744,False,False,-0.1513,-4.5386,-11.4977
high_conviction_top10_v1,2024Q1,2024-02-01,17,EAT,NOT_IN_TOP10,78,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,3.4387,17.609,False,False,5.7235,7.9621,26.8174
high_conviction_top10_v1,2024Q1,2024-03-06,18,GBTG,NOT_IN_TOP10,78,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,12.5230,14.7330,False,False,3.3149,10.4972,13.2597
high_conviction_top10_v1,2024Q1,2024-03-01,19,MEG,NOT_IN_TOP10,78,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,-7.1159,2.3091,False,False,-2.6154,-7.163,8.6711
high_conviction_top10_v1,2024Q1,2024-02-08,20,SLQT,NOT_IN_TOP10,78,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,1,,,,,,,,0,,,,30,0,,,,,,54.7826,73.9130,True,False,46.9565,55.6522,117.3913
high_conviction_top10_v1,2024Q2,2024-05-09,1,COMP,NOT_IN_TOP10,84,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,3.5519,-0.8197,False,False,18.3060,-3.5519,13.6612
high_conviction_top10_v1,2024Q2,2024-05-03,2,HRTG,NOT_IN_TOP10,83,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,5.5412,-18.0412,False,False,15.3350,6.1856,-1.1598
high_conviction_top10_v1,2024Q2,2024-05-02,3,RSI,NOT_IN_TOP10,83,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,8.6514,20.3562,False,False,9.7964,10.9415,27.3537
high_conviction_top10_v1,2024Q2,2024-05-02,4,EBS,NOT_IN_TOP10,82,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,1,,,,,,,,0,,,,30,0,,,,,,70.1695,139.3220,True,False,81.6949,107.1186,330.8475
high_conviction_top10_v1,2024Q2,2024-05-10,5,TEAD,NOT_IN_TOP10,80,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,30,0,,,,,,3.9560,5.4945,False,False,3.9560,0.8791,6.8132
high_conviction_top10_v1,2024Q2,2024-05-06,6,AMRX,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,-0.4399,-2.1994,False,False,-1.0264,-0.1466,-1.7595
high_conviction_top10_v1,2024Q2,2024-05-10,7,CTLP,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,11.0248,-0.6211,False,False,2.1739,8.3851,6.8323
high_conviction_top10_v1,2024Q2,2024-05-02,8,PUMP,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,4.2670,-7.6587,False,False,4.2670,0.6564,4.9234
high_conviction_top10_v1,2024Q2,2024-04-25,9,RBBN,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,0.9174,-7.9511,False,False,-4.5872,-3.3639,18.9602
high_conviction_top10_v1,2024Q2,2024-05-08,10,RYAM,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,30.8235,27.5294,True,False,17.8824,33.6471,32.0000
high_conviction_top10_v1,2024Q2,2024-05-09,11,TBLA,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,-7.8341,-23.9631,False,False,-1.8433,-17.0507,-27.6498
high_conviction_top10_v1,2024Q2,2024-05-13,12,WTI,NOT_IN_TOP10,79,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,-8.8235,1.2605,False,False,-8.4034,-10.0840,-5.8824
high_conviction_top10_v1,2024Q2,2024-05-08,13,BVS,NOT_IN_TOP10,78,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,28.3333,12.4074,True,False,15.3704,17.2222,49.8148
high_conviction_top10_v1,2024Q2,2024-05-08,14,GBTG,NOT_IN_TOP10,78,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,0.1695,11.6949,False,False,2.8814,11.1864,19.3220
high_conviction_top10_v1,2024Q2,2024-05-02,15,RELY,NOT_IN_TOP10,78,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,22,0,,,,,,-1.8571,-13.7857,False,False,2.0714,-7.3571,-5.6429
high_conviction_top10_v1,2024Q2,2024-05-08,16,EPM,NOT_IN_TOP10,77,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,3.4420,-4.3478,False,False,1.0870,-3.2609,-12.8623
high_conviction_top10_v1,2024Q2,2024-05-02,17,MG,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,-5.7940,-13.3047,False,False,-3.1116,-8.1545,7.2961
high_conviction_top10_v1,2024Q2,2024-05-10,18,PANL,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,5.1282,-5.6410,False,False,2.0513,1.2821,-16.1538
high_conviction_top10_v1,2024Q2,2024-05-09,19,PAYO,NOT_IN_TOP10,76,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,1.0118,-7.4199,False,False,-0.8432,-2.6981,9.1062
high_conviction_top10_v1,2024Q2,2024-05-09,20,STKL,NOT_IN_TOP10,75,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,-20.2329,-19.5051,False,False,-19.3595,-18.3406,-22.9985
high_conviction_top10_v1,2024Q3,2024-09-11,1,EPM,NOT_IN_TOP10,82,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,11.4754,13.7295,False,False,12.7049,15.5738,14.9590
high_conviction_top10_v1,2024Q3,2024-08-09,2,LFST,NOT_IN_TOP10,82,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,8.6806,18.4028,True,False,0.8681,21.0069,33.3333
