variant,quarter,selection_rank,selected_sleeve,selected_sleeve_rank,ticker,core_refill_source,demoted_replacement_for,right_tail_exception_score,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct
top15_v4_core_deterioration_refill_downgrade,2024Q4,14,right_tail_exception,4,WING,,,83.0,15.4694,12.0054,9.1936,-3.4724,2.0875
top15_v4_core_deterioration_refill_downgrade,2024Q4,15,right_tail_exception,5,STX,,,80.0,-5.5324,-5.6175,-5.7878,-16.2758,-4.2463
top15_v4_core_deterioration_refill_strict,2025Q1,1,core,1,SLQT,original_top10,,,-18.9716,-24.2908,-38.6525,-43.9716,-58.3333
top15_v4_core_deterioration_refill_strict,2025Q1,2,core,2,ULCC,original_top10,,,-9.2612,-27.8876,-36.7326,-64.9324,-56.7118
top15_v4_core_deterioration_refill_strict,2025Q1,3,core,3,REAL,original_top10,,,-18.7421,-21.6352,-30.8176,-34.9686,-29.5597
top15_v4_core_deterioration_refill_strict,2025Q1,4,core,4,AIOT,original_top10,,,-6.6583,-19.7236,-28.8945,-39.9497,-27.5126
top15_v4_core_deterioration_refill_strict,2025Q1,5,core,5,IRTC,original_top10,,,-8.0411,-17.591,-10.7721,-16.1497,20.0607
top15_v4_core_deterioration_refill_strict,2025Q1,6,core,6,RBBN,original_top10,,,-2.3454,-4.0512,-15.7783,-25.1599,-21.9616
top15_v4_core_deterioration_refill_strict,2025Q1,7,core,7,ONC,original_top10,,,-10.2057,-2.8308,0.7142,-7.5747,-8.7182
top15_v4_core_deterioration_refill_strict,2025Q1,8,core,8,ORN,original_top10,,,7.9304,11.4120,-2.7079,38.4913,65.1837
top15_v4_core_deterioration_refill_strict,2025Q1,9,core,9,PTON,original_top10,,,11.2009,-14.2032,-35.1039,-42.2633,-24.8268
top15_v4_core_deterioration_refill_strict,2025Q1,10,core,10,CEG,next_ranked_core_candidate,RELY,,-28.2635,-35.5857,-31.293,-40.5176,-9.7001
top15_v4_core_deterioration_refill_strict,2025Q1,11,right_tail_exception,1,AAOI,,,119.0,-41.0417,-11.9583,-36.0417,-45.5417,-26.4583
top15_v4_core_deterioration_refill_strict,2025Q1,12,right_tail_exception,2,ARLO,,,104.0,-12.4501,-14.6049,-21.2290,-20.7502,9.7366
top15_v4_core_deterioration_refill_strict,2025Q1,13,right_tail_exception,3,ASAN,,,101.0,19.1261,20.1154,27.6175,47.9802,20.6925
top15_v4_core_deterioration_refill_strict,2025Q1,14,right_tail_exception,4,RBLX,,,89.0,-0.8847,-9.3867,-19.3732,-23.1969,5.0382
top15_v4_core_deterioration_refill_strict,2025Q1,15,right_tail_exception,5,MRCY,,,87.0,-14.5646,-16.7847,-16.0957,-20.5359,-3.5215
top15_v4_core_deterioration_refill_downgrade,2025Q1,1,core,1,AIOT,original_top10,,,-6.6583,-19.7236,-28.8945,-39.9497,-27.5126
top15_v4_core_deterioration_refill_downgrade,2025Q1,2,core,2,ORN,original_top10,,,7.9304,11.4120,-2.7079,38.4913,65.1837
top15_v4_core_deterioration_refill_downgrade,2025Q1,3,core,3,PTON,original_top10,,,11.2009,-14.2032,-35.1039,-42.2633,-24.8268
top15_v4_core_deterioration_refill_downgrade,2025Q1,4,core,4,CEG,next_ranked_core_candidate,SLQT,,-28.2635,-35.5857,-31.293,-40.5176,-9.7001
top15_v4_core_deterioration_refill_downgrade,2025Q1,5,core,5,RBLX,next_ranked_core_candidate,ULCC,,-0.8847,-9.3867,-19.3732,-23.1969,5.0382
top15_v4_core_deterioration_refill_downgrade,2025Q1,6,core,6,AAOI,next_ranked_core_candidate,REAL,,-41.0417,-11.9583,-36.0417,-45.5417,-26.4583
top15_v4_core_deterioration_refill_downgrade,2025Q1,7,core,7,SABR,next_ranked_core_candidate,IRTC,,-5.0725,-22.4638,-15.2174,-50.7246,-37.6812
top15_v4_core_deterioration_refill_downgrade,2025Q1,8,core,8,STGW,next_ranked_core_candidate,RBBN,,-5.2713,-5.4264,-6.2015,-12.2481,-24.9612
top15_v4_core_deterioration_refill_downgrade,2025Q1,9,core,9,KRO,next_ranked_core_candidate,ONC,,0.9056,0.7762,-15.1358,-3.6223,-16.3001
top15_v4_core_deterioration_refill_downgrade,2025Q1,10,core,10,MAX,next_ranked_core_candidate,RELY,,-10.1643,-1.1294,4.3121,-13.0390,7.0842
top15_v4_core_deterioration_refill_downgrade,2025Q1,11,right_tail_exception,1,ASAN,,,101.0,19.1261,20.1154,27.6175,47.9802,20.6925
top15_v4_core_deterioration_refill_downgrade,2025Q1,12,right_tail_exception,2,MPAA,,,99.0,62.8705,63.9626,58.3463,36.9735,53.3541
top15_v4_core_deterioration_refill_downgrade,2025Q1,13,right_tail_exception,3,GTLS,,,85.0,-23.8027,-13.0119,-19.2108,-16.3116,-17.1712
top15_v4_core_deterioration_refill_downgrade,2025Q1,14,right_tail_exception,4,ANF,,,83.0,-1.3254,-7.4269,-13.1821,-16.9075,-5.0508
top15_v4_core_deterioration_refill_downgrade,2025Q1,15,right_tail_exception,5,IESC,,,83.0,5.095,-16.4819,-21.6421,-23.5749,10.9864
top15_v4_core_deterioration_refill_strict,2025Q2,1,core,1,AAOI,original_top10,,,39.2831,23.8478,23.4089,96.6350,63.3504
top15_v4_core_deterioration_refill_strict,2025Q2,2,core,2,ATRO,original_top10,,,18.6414,25.2765,32.0695,25.9084,41.5482
top15_v4_core_deterioration_refill_strict,2025Q2,3,core,3,LFST,original_top10,,,5.0360,8.6331,5.7554,-15.9173,-29.8561
top15_v4_core_deterioration_refill_strict,2025Q2,4,core,4,LMB,original_top10,,,18.0438,27.1458,26.5044,39.8415,27.1836
top15_v4_core_deterioration_refill_strict,2025Q2,5,core,5,COMP,original_top10,,,-7.0149,-12.6866,-8.0597,-6.1194,22.5373
top15_v4_core_deterioration_refill_strict,2025Q2,6,core,6,CWK,original_top10,,,18.7905,10.5831,8.3153,19.5464,34.0173
top15_v4_core_deterioration_refill_strict,2025Q2,7,core,7,NEO,original_top10,,,31.5301,23.4930,12.5193,12.9830,-18.8563
top15_v4_core_deterioration_refill_strict,2025Q2,8,core,8,ORN,original_top10,,,15.1773,19.7163,16.8794,28.6525,33.3333
top15_v4_core_deterioration_refill_strict,2025Q2,9,core,9,RLGT,original_top10,,,-13.6691,-15.1079,-13.0935,-12.9496,-14.2446
top15_v4_core_deterioration_refill_strict,2025Q2,10,core,10,RSI,original_top10,,,-0.2502,-3.1693,4.6706,24.2702,33.9450
top15_v4_core_deterioration_refill_strict,2025Q2,11,right_tail_exception,1,CRDO,,,117.0,-1.948,12.8352,24.8966,53.0354,65.8039
top15_v4_core_deterioration_refill_strict,2025Q2,12,right_tail_exception,2,EAT,,,108.0,9.4655,12.8336,29.7872,35.5763,19.8932
top15_v4_core_deterioration_refill_strict,2025Q2,13,right_tail_exception,3,IBKR,,,103.0,6.2422,11.8695,31.2108,31.5307,49.6361
top15_v4_core_deterioration_refill_strict,2025Q2,14,right_tail_exception,4,RCL,,,103.0,15.4447,18.7911,22.495,49.2707,59.3908
top15_v4_core_deterioration_refill_strict,2025Q2,15,right_tail_exception,5,SHAK,,,103.0,25.2883,30.0333,42.3393,53.4146,33.4146
top15_v4_core_deterioration_refill_downgrade,2025Q2,1,core,1,AAOI,original_top10,,,39.2831,23.8478,23.4089,96.6350,63.3504
top15_v4_core_deterioration_refill_downgrade,2025Q2,2,core,2,ATRO,original_top10,,,18.6414,25.2765,32.0695,25.9084,41.5482
top15_v4_core_deterioration_refill_downgrade,2025Q2,3,core,3,LFST,original_top10,,,5.0360,8.6331,5.7554,-15.9173,-29.8561
top15_v4_core_deterioration_refill_downgrade,2025Q2,4,core,4,LMB,original_top10,,,18.0438,27.1458,26.5044,39.8415,27.1836
top15_v4_core_deterioration_refill_downgrade,2025Q2,5,core,5,COMP,original_top10,,,-7.0149,-12.6866,-8.0597,-6.1194,22.5373
top15_v4_core_deterioration_refill_downgrade,2025Q2,6,core,6,CWK,original_top10,,,18.7905,10.5831,8.3153,19.5464,34.0173
top15_v4_core_deterioration_refill_downgrade,2025Q2,7,core,7,NEO,original_top10,,,31.5301,23.4930,12.5193,12.9830,-18.8563
top15_v4_core_deterioration_refill_downgrade,2025Q2,8,core,8,ORN,original_top10,,,15.1773,19.7163,16.8794,28.6525,33.3333
top15_v4_core_deterioration_refill_downgrade,2025Q2,9,core,9,RLGT,original_top10,,,-13.6691,-15.1079,-13.0935,-12.9496,-14.2446
top15_v4_core_deterioration_refill_downgrade,2025Q2,10,core,10,RSI,original_top10,,,-0.2502,-3.1693,4.6706,24.2702,33.9450
top15_v4_core_deterioration_refill_downgrade,2025Q2,11,right_tail_exception,1,EAT,,,108.0,9.4655,12.8336,29.7872,35.5763,19.8932
top15_v4_core_deterioration_refill_downgrade,2025Q2,12,right_tail_exception,2,IBKR,,,103.0,6.2422,11.8695,31.2108,31.5307,49.6361
top15_v4_core_deterioration_refill_downgrade,2025Q2,13,right_tail_exception,3,RCL,,,103.0,15.4447,18.7911,22.495,49.2707,59.3908
top15_v4_core_deterioration_refill_downgrade,2025Q2,14,right_tail_exception,4,SHAK,,,103.0,25.2883,30.0333,42.3393,53.4146,33.4146
top15_v4_core_deterioration_refill_downgrade,2025Q2,15,right_tail_exception,5,UPST,,,103.0,10.344,10.7857,26.2901,77.4756,92.0502
top15_v4_core_deterioration_refill_strict,2025Q3,1,core,1,PGY,original_top10,,,3.1862,1.6263,12.7448,38.0352,-8.065
top15_v4_core_deterioration_refill_strict,2025Q3,2,core,2,AAOI,original_top10,,,8.9885,6.3191,-1.4390,30.6986,21.3764
top15_v4_core_deterioration_refill_strict,2025Q3,3,core,3,LITE,original_top10,,,0.0973,7.5061,32.2141,30.219,104.7607
top15_v4_core_deterioration_refill_strict,2025Q3,4,core,4,SWIM,original_top10,,,9.2199,17.0213,16.8794,5.2482,2.1277
top15_v4_core_deterioration_refill_strict,2025Q3,5,core,5,CIFR,original_top10,,,21.9758,41.5323,55.6452,217.5403,337.7016
top15_v4_core_deterioration_refill_strict,2025Q3,6,core,6,CTOS,original_top10,,,-8.6460,-6.8516,0.1631,3.4258,-1.4682
top15_v4_core_deterioration_refill_strict,2025Q3,7,core,7,CRDO,original_top10,,,18.8304,8.2503,6.83,30.9033,37.0992
top15_v4_core_deterioration_refill_strict,2025Q3,8,core,8,MPAA,original_top10,,,3.4359,3.8654,14.8175,10.0931,-7.9456
top15_v4_core_deterioration_refill_strict,2025Q3,9,core,9,REAL,original_top10,,,14.0425,10.6383,16.7376,47.3759,53.4752
top15_v4_core_deterioration_refill_strict,2025Q3,10,core,10,CWK,next_ranked_core_candidate,CRSR,,10.9037,18.3719,23.8984,16.3555,16.7289
top15_v4_core_deterioration_refill_strict,2025Q3,11,right_tail_exception,1,WDC,,,122.0,0.5253,1.8721,10.3165,57.2256,90.4108
top15_v4_core_deterioration_refill_strict,2025Q3,12,right_tail_exception,2,MRCY,,,114.0,14.4545,15.876,25.1584,31.341,27.8472
top15_v4_core_deterioration_refill_strict,2025Q3,13,right_tail_exception,3,MU,,,113.0,15.6773,13.3148,32.6751,35.6494,67.3552
top15_v4_core_deterioration_refill_strict,2025Q3,14,right_tail_exception,4,CDE,,,112.0,17.4129,24.0796,44.8756,92.4378,41.1940
top15_v4_core_deterioration_refill_strict,2025Q3,15,right_tail_exception,5,CNTY,,,108.0,6.3025,15.9664,13.8655,10.5042,-27.3109
top15_v4_core_deterioration_refill_downgrade,2025Q3,1,core,1,AAOI,original_top10,,,8.9885,6.3191,-1.4390,30.6986,21.3764
top15_v4_core_deterioration_refill_downgrade,2025Q3,2,core,2,CIFR,original_top10,,,21.9758,41.5323,55.6452,217.5403,337.7016
top15_v4_core_deterioration_refill_downgrade,2025Q3,3,core,3,CTOS,original_top10,,,-8.6460,-6.8516,0.1631,3.4258,-1.4682
top15_v4_core_deterioration_refill_downgrade,2025Q3,4,core,4,REAL,original_top10,,,14.0425,10.6383,16.7376,47.3759,53.4752
top15_v4_core_deterioration_refill_downgrade,2025Q3,5,core,5,CWK,next_ranked_core_candidate,PGY,,10.9037,18.3719,23.8984,16.3555,16.7289
top15_v4_core_deterioration_refill_downgrade,2025Q3,6,core,6,INCY,next_ranked_core_candidate,LITE,,1.7343,9.7893,8.6973,7.7724,17.7415
top15_v4_core_deterioration_refill_downgrade,2025Q3,7,core,7,ORN,next_ranked_core_candidate,SWIM,,-17.6980,-18.0693,-8.9109,4.4554,26.3614
top15_v4_core_deterioration_refill_downgrade,2025Q3,8,core,8,RLGT,next_ranked_core_candidate,CRDO,,-1.9169,-3.0351,-3.1949,-4.7923,7.0287
top15_v4_core_deterioration_refill_downgrade,2025Q3,9,core,9,AIOT,next_ranked_core_candidate,CRSR,,7.0295,2.9478,18.8209,16.5533,16.3265
top15_v4_core_deterioration_refill_downgrade,2025Q3,10,core,10,ANGO,next_ranked_core_candidate,MPAA,,1.2209,-3.7736,-2.6637,16.5372,26.6371
top15_v4_core_deterioration_refill_downgrade,2025Q3,11,right_tail_exception,1,MU,,,113.0,15.6773,13.3148,32.6751,35.6494,67.3552
top15_v4_core_deterioration_refill_downgrade,2025Q3,12,right_tail_exception,2,LFST,,,102.0,37.6590,39.4402,42.7481,40.7125,59.0331
top15_v4_core_deterioration_refill_downgrade,2025Q3,13,right_tail_exception,3,RUN,,,100.0,38.3929,41.0714,51.0714,71.8750,83.8393
top15_v4_core_deterioration_refill_downgrade,2025Q3,14,right_tail_exception,4,FICO,,,83.0,-13.2765,-11.1038,-0.4709,0.8889,3.631
top15_v4_core_deterioration_refill_downgrade,2025Q3,15,right_tail_exception,5,NTNX,,,83.0,17.3947,21.5907,20.4165,8.8931,-24.315
top15_v4_core_deterioration_refill_strict,2025Q4,1,core,1,IREN,original_top10,,,-27.1848,-26.5704,-28.8281,-29.4886,-38.8880
top15_v4_core_deterioration_refill_strict,2025Q4,2,core,2,MU,original_top10,,,14.7507,32.3627,42.2836,55.8414,79.9906
top15_v4_core_deterioration_refill_strict,2025Q4,3,core,3,CIFR,original_top10,,,-31.6190,-20.4286,-5.5714,-13.5238,-24.7143
top15_v4_core_deterioration_refill_strict,2025Q4,4,core,4,VSCO,original_top10,,,10.1394,13.2095,23.1064,26.1159,-2.8075
top15_v4_core_deterioration_refill_strict,2025Q4,5,core,5,WDC,original_top10,,,12.0386,-9.8199,5.1704,13.2219,79.0418
top15_v4_core_deterioration_refill_strict,2025Q4,6,core,6,BTSGU,original_top10,,,7.03,10.5401,7.6699,23.1455,26.1418
top15_v4_core_deterioration_refill_strict,2025Q4,7,core,7,REAL,original_top10,,,-0.5151,3.9735,4.9301,22.9580,-5.0773
top15_v4_core_deterioration_refill_strict,2025Q4,8,core,8,BTSG,original_top10,,,10.4612,12.1992,9.492,27.0053,29.4452
top15_v4_core_deterioration_refill_strict,2025Q4,9,core,9,MRCY,original_top10,,,-8.7694,-7.835,-5.7928,8.5024,32.5147
top15_v4_core_deterioration_refill_strict,2025Q4,10,core,10,XMTR,next_ranked_core_candidate,APPN,,-7.7905,-5.5974,-2.144,10.982,1.2275
top15_v4_core_deterioration_refill_strict,2025Q4,11,right_tail_exception,1,EXAS,,,122.0,-4.3522,44.1353,44.3065,44.9914,46.2614
top15_v4_core_deterioration_refill_strict,2025Q4,12,right_tail_exception,2,LITE,,,120.0,10.7872,33.3043,51.6751,63.4096,99.1304
top15_v4_core_deterioration_refill_strict,2025Q4,13,right_tail_exception,3,ORN,,,107.0,0.4883,-11.6211,-2.5391,-0.1953,17.6758
top15_v4_core_deterioration_refill_strict,2025Q4,14,right_tail_exception,4,TALO,,,105.0,6.6667,17.5385,18.8718,8.2051,22.9744
top15_v4_core_deterioration_refill_strict,2025Q4,15,right_tail_exception,5,CTRN,,,90.0,0.8362,-7.774,-6.1469,-0.2034,5.0395
top15_v4_core_deterioration_refill_downgrade,2025Q4,1,core,1,IREN,original_top10,,,-27.1848,-26.5704,-28.8281,-29.4886,-38.8880
top15_v4_core_deterioration_refill_downgrade,2025Q4,2,core,2,MU,original_top10,,,14.7507,32.3627,42.2836,55.8414,79.9906
top15_v4_core_deterioration_refill_downgrade,2025Q4,3,core,3,CIFR,original_top10,,,-31.6190,-20.4286,-5.5714,-13.5238,-24.7143
top15_v4_core_deterioration_refill_downgrade,2025Q4,4,core,4,REAL,original_top10,,,-0.5151,3.9735,4.9301,22.9580,-5.0773
top15_v4_core_deterioration_refill_downgrade,2025Q4,5,core,5,ORN,next_ranked_core_candidate,VSCO,,0.4883,-11.6211,-2.5391,-0.1953,17.6758
top15_v4_core_deterioration_refill_downgrade,2025Q4,6,core,6,IRWD,next_ranked_core_candidate,WDC,,26.4000,40.0000,47.2000,78.8000,93.6000
top15_v4_core_deterioration_refill_downgrade,2025Q4,7,core,7,COMP,next_ranked_core_candidate,BTSGU,,13.8350,27.4272,25.2427,31.6748,47.8155
top15_v4_core_deterioration_refill_downgrade,2025Q4,8,core,8,AIOT,next_ranked_core_candidate,APPN,,-14.0927,-7.3359,3.4749,8.1081,-7.7220
top15_v4_core_deterioration_refill_downgrade,2025Q4,9,core,9,FIGS,next_ranked_core_candidate,BTSG,,9.8086,17.1053,36.7225,39.3541,26.9139
top15_v4_core_deterioration_refill_downgrade,2025Q4,10,core,10,STKL,next_ranked_core_candidate,MRCY,,-18.9011,-21.3187,-18.9011,-20.6593,8.1319
top15_v4_core_deterioration_refill_downgrade,2025Q4,11,right_tail_exception,1,SSP,,,98.0,54.6875,65.6250,145.7383,89.6289,88.0703
top15_v4_core_deterioration_refill_downgrade,2025Q4,12,right_tail_exception,2,SNCY,,,92.0,14.1930,5.4731,26.3451,33.3024,59.4620
top15_v4_core_deterioration_refill_downgrade,2025Q4,13,right_tail_exception,3,LMB,,,85.0,-14.7262,-14.8495,-9.0528,3.7,10.5821
top15_v4_core_deterioration_refill_downgrade,2025Q4,14,right_tail_exception,4,SHAK,,,83.0,2.6221,-8.5546,-5.9106,-12.6516,-3.8239
top15_v4_core_deterioration_refill_downgrade,2025Q4,15,right_tail_exception,5,AXON,,,80.0,-3.6553,-6.1986,-2.2861,4.8453,-19.9613
top15_v4_core_deterioration_refill_strict,2026Q1,1,core,1,ANGO,original_top10,,,-8.3186,-9.3805,-6.5487,-4.6018,-14.1593
top15_v4_core_deterioration_refill_strict,2026Q1,2,core,2,NEOG,original_top10,,,-6.3126,2.3046,6.3126,-3.3066,0.6012
top15_v4_core_deterioration_refill_strict,2026Q1,3,core,3,ADTN,original_top10,,,-5.1619,0.6073,3.4413,26.8219,69.4332
top15_v4_core_deterioration_refill_strict,2026Q1,4,right_tail_exception,1,PTEN,,,91.0,4.6852,7.6135,19.6193,35.7248,55.0512
top15_v4_core_deterioration_refill_strict,2026Q1,5,right_tail_exception,2,STKL,,,87.0,13.6150,9.6244,50.9390,51.4084,52.3474
top15_v4_core_deterioration_refill_strict,2026Q1,6,right_tail_exception,3,TEL,,,78.0,-3.3695,-2.8037,-1.6039,-14.5756,-5.9604
top15_v4_core_deterioration_refill_downgrade,2026Q1,1,core,1,ANGO,original_top10,,,-8.3186,-9.3805,-6.5487,-4.6018,-14.1593
top15_v4_core_deterioration_refill_downgrade,2026Q1,2,core,2,NEOG,original_top10,,,-6.3126,2.3046,6.3126,-3.3066,0.6012
top15_v4_core_deterioration_refill_downgrade,2026Q1,3,core,3,ADTN,original_top10,,,-5.1619,0.6073,3.4413,26.8219,69.4332
top15_v4_core_deterioration_refill_downgrade,2026Q1,4,right_tail_exception,1,PTEN,,,91.0,4.6852,7.6135,19.6193,35.7248,55.0512
top15_v4_core_deterioration_refill_downgrade,2026Q1,5,right_tail_exception,2,STKL,,,87.0,13.6150,9.6244,50.9390,51.4084,52.3474
top15_v4_core_deterioration_refill_downgrade,2026Q1,6,right_tail_exception,3,TEL,,,78.0,-3.3695,-2.8037,-1.6039,-14.5756,-5.9604
