sample_id,quarter,ticker,event_date,revenue_bucket,pre_llm_fundamental_bucket,pre_llm_fundamental_score,score_change,entry_qoq_pct,profitability_score,operating_cash_flow_score,financing_dependence_score,tradable_date,entry_open,accession,exhibit_doc,source_doc_type,text_len,text_path,snippet_count,quality_flags,hp1_quality_pullback,hp2_dislocation_momentum_priority,hp2_dislocation_momentum_watch,hp3_large_quality_theme_exception,hp4_score_reacceleration_watch
HP001326,2024Q2,SYNA,2024-05-09,$1B-$2B,strong,6.0,0.0000,-22.2056,1.0,2.0,1.0,2024-05-10,83.239998,0000950170-24-057013,syna-ex99_1.htm,earnings_exhibit,21027,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SYNA_000095017024057013_syna-ex99_1.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001327,2024Q2,THR,2024-05-29,$100M-$500M,strong,6.0,5.0000,31.2713,1.0,1.0,1.0,2024-05-30,34.59,0001489096-24-000094,pressreleaseq4fy24.htm,earnings_exhibit,27776,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/THR_000148909624000094_pressreleaseq4fy24.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001328,2024Q2,TKO,2024-05-08,$100M-$500M,good,4.0,2.0000,20.1201,-1.0,2.0,1.0,2024-05-09,100.0,0001973266-24-000011,tko-20240508xex99_1.htm,earnings_exhibit,34848,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/TKO_000197326624000011_tko-20240508xex99_1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001329,2024Q2,TNDM,2024-05-02,$100M-$500M,weak,-2.0,-5.0000,75.1837,-1.0,-1.0,1.0,2024-05-03,42.919998,0001438133-24-000085,exhibit991-earningsrelease.htm,earnings_exhibit,18654,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/TNDM_000143813324000085_exhibit991-earningsrelease.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001330,2024Q2,TRMB,2024-04-12,$2B-$10B,strong,8.0,2.0000,11.6712,2.0,2.0,1.0,2024-04-15,61.139999,0000864749-24-000080,a2024q1reseg-8kex992.htm,earnings_exhibit,3799,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/TRMB_000086474924000080_a2024q1reseg-8kex992.htm.txt,1,,,,,,HP4 - Fundamental reacceleration watch tag
HP001331,2024Q2,VITL,2024-05-09,$100M-$500M,good,5.0,6.0000,145.5921,1.0,1.0,1.0,2024-05-10,37.330002,0000950170-24-056279,vitl-ex99_1.htm,earnings_exhibit,23662,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/VITL_000095017024056279_vitl-ex99_1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001332,2024Q2,VST,2024-05-08,>$10B,weak,-4.0,-3.0000,68.4092,-1.0,-1.0,-1.0,2024-05-09,89.559998,0001193125-24-133760,d837065dex991.htm,earnings_exhibit,28326,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/VST_000119312524133760_d837065dex991.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001333,2024Q2,VTOL,2024-05-08,$100M-$500M,weak,-2.0,-4.0000,22.1803,-1.0,1.0,-1.0,2024-05-09,32.389999,0001525221-24-000037,ex992q12024.htm,earnings_exhibit,45400,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/VTOL_000152522124000037_ex992q12024.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001334,2024Q2,WAB,2024-04-24,$2B-$10B,mixed,0.0,-6.0000,20.2132,1.0,-1.0,1.0,2024-04-25,162.419998,0001628280-24-017522,wab1q24earningspresentat.htm,earnings_exhibit,30564,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/WAB_000162828024017522_wab1q24earningspresentat.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001335,2024Q2,WDAY,2024-05-23,$2B-$10B,good,4.0,5.0000,-20.6432,1.0,2.0,0.0,2024-05-24,232.190002,0001327811-24-000089,wday-04302024x991.htm,earnings_exhibit,27161,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/WDAY_000132781124000089_wday-04302024x991.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001336,2024Q2,WERN,2024-04-30,$2B-$10B,good,3.0,-2.0000,-20.5755,1.0,2.0,0.0,2024-05-01,33.119999,0000793074-24-000034,wern-2024x331xex991.htm,earnings_exhibit,33155,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/WERN_000079307424000034_wern-2024x331xex991.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001337,2024Q2,WFRD,2024-04-23,$2B-$10B,good,5.0,2.0000,32.6028,-1.0,2.0,1.0,2024-04-24,121.915001,0001603923-24-000080,a2024-q1ex991earningsrelea.htm,earnings_exhibit,29690,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/WFRD_000160392324000080_a2024-q1ex991earningsrelea.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001338,2024Q2,WLDN,2024-05-02,$100M-$500M,good,3.0,2.0000,23.4086,-1.0,1.0,1.0,2024-05-03,30.049999,0001558370-24-006549,wldn-20240502xex99d1.htm,earnings_exhibit,20964,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/WLDN_000155837024006549_wldn-20240502xex99d1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001339,2024Q2,WOR,2024-06-25,$1B-$2B,strong,7.0,1.0000,-26.9297,2.0,2.0,1.0,2024-06-26,46.48,0000950170-24-077327,wor-ex99_1.htm,earnings_exhibit,46600,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/WOR_000095017024077327_wor-ex99_1.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001340,2024Q2,WSC,2024-05-02,$500M-$1B,strong,7.0,1.0000,-22.1377,2.0,2.0,1.0,2024-05-03,38.900002,0001647088-24-000085,ex991-pressreleasexq12024.htm,earnings_exhibit,42828,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/WSC_000164708824000085_ex991-pressreleasexq12024.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001341,2024Q2,WY,2024-04-25,>$10B,strong,8.0,1.0000,-2.1114,2.0,2.0,1.0,2024-04-26,31.99,0000950170-24-048384,wy-ex99_1.htm,earnings_exhibit,20639,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/WY_000095017024048384_wy-ex99_1.htm.txt,18,,,,,HP3 - Large-revenue theme-leader exception,
HP001342,2024Q3,AAT,2024-07-30,$100M-$500M,good,5.0,4.0000,22.9532,2.0,2.0,-1.0,2024-07-31,25.98,0001500217-24-000043,a2q24earningsreleaseng.htm,earnings_exhibit,30180,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/AAT_000150021724000043_a2q24earningsreleaseng.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001343,2024Q3,ABNB,2024-08-06,$2B-$10B,good,4.0,0.0000,-23.3015,1.0,2.0,-1.0,2024-08-07,112.440002,0001193125-24-194849,d831385dex991.htm,earnings_exhibit,53078,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ABNB_000119312524194849_d831385dex991.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001344,2024Q3,ADUS,2024-08-05,$100M-$500M,good,5.0,3.0000,18.6286,1.0,1.0,1.0,2024-08-06,118.510002,0001193125-24-193948,d881333dex991.htm,earnings_exhibit,24842,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADUS_000119312524193948_d881333dex991.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001345,2024Q3,AFRM,2024-08-28,$1B-$2B,weak,-4.0,0.0000,19.9325,-1.0,-1.0,-1.0,2024-08-29,39.110001,0001820953-24-000033,afrm-q424shareholderlett.htm,earnings_exhibit,67546,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/AFRM_000182095324000033_afrm-q424shareholderlett.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001346,2024Q3,AJG,2024-07-25,$2B-$10B,good,5.0,3.0000,13.5809,2.0,2.0,-1.0,2024-07-26,269.130005,0001193125-24-184856,d841953dex991.htm,earnings_exhibit,52973,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/AJG_000119312524184856_d841953dex991.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001347,2024Q3,ALB,2024-07-31,$2B-$10B,good,3.0,-4.0000,-20.0000,2.0,2.0,0.0,2024-08-01,94.0,0000915913-24-000137,a2q24earningsreleaseex991.htm,earnings_exhibit,39875,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ALB_000091591324000137_a2q24earningsreleaseex991.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001348,2024Q3,ALGN,2024-07-24,$500M-$1B,strong,6.0,-2.0000,-29.8123,1.0,2.0,1.0,2024-07-25,228.110001,0001097149-24-000045,algn-q224earningspressrele.htm,earnings_exhibit,38426,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ALGN_000109714924000045_algn-q224earningspressrele.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001349,2024Q3,ALKS,2024-07-24,$500M-$1B,good,4.0,3.0000,11.7721,-1.0,2.0,1.0,2024-07-25,26.68,0000950170-24-085860,alks-ex99_1.htm,earnings_exhibit,21778,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ALKS_000095017024085860_alks-ex99_1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001350,2024Q3,AON,2024-07-26,$2B-$10B,strong,7.0,2.0000,13.2013,2.0,2.0,1.0,2024-07-29,318.390015,0001628280-24-033048,ex991prq22024.htm,earnings_exhibit,39214,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/AON_000162828024033048_ex991prq22024.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001351,2024Q3,ATKR,2024-08-06,$2B-$10B,strong,7.0,-1.0000,-36.2999,1.0,2.0,1.0,2024-08-07,98.989998,0001666138-24-000067,atkr3q24exhibit991.htm,earnings_exhibit,30636,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ATKR_000166613824000067_atkr3q24exhibit991.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001352,2024Q3,ATNI,2024-07-25,$100M-$500M,weak,-2.0,-1.0000,36.8285,-1.0,1.0,-1.0,2024-07-26,26.49,0001104659-24-082429,tm2420133d1_ex99-1.htm,earnings_exhibit,34766,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ATNI_000110465924082429_tm2420133d1_ex99-1.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001353,2024Q3,BBSI,2024-07-31,$100M-$500M,mixed,0.0,-1.0000,19.4957,1.0,-1.0,1.0,2024-08-01,36.73,0000950170-24-088570,bbsi-ex99_1.htm,earnings_exhibit,12997,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BBSI_000095017024088570_bbsi-ex99_1.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001354,2024Q3,BFH,2024-07-25,$2B-$10B,strong,7.0,5.0000,45.2186,2.0,2.0,1.0,2024-07-26,53.150002,0001101215-24-000173,exhibit992.htm,earnings_exhibit,40577,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BFH_000110121524000173_exhibit992.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001355,2024Q3,BHE,2024-07-30,$500M-$1B,weak,-1.0,-3.0000,18.4710,1.0,-1.0,0.0,2024-07-31,44.32,0000950170-24-087893,bhe-ex99_1.htm,earnings_exhibit,15799,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BHE_000095017024087893_bhe-ex99_1.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001356,2024Q3,BOOT,2024-08-07,$1B-$2B,strong,6.0,2.0000,18.8859,2.0,1.0,1.0,2024-08-08,126.875,0001558370-24-011354,boot-20240807xex99d1.htm,earnings_exhibit,19606,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BOOT_000155837024011354_boot-20240807xex99d1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001357,2024Q3,BOX,2024-08-27,$100M-$500M,strong,6.0,4.0000,16.5954,1.0,2.0,1.0,2024-08-28,30.0,0000950170-24-100997,box-ex99_1.htm,earnings_exhibit,39332,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BOX_000095017024100997_box-ex99_1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001358,2024Q3,BPOP,2024-07-24,$100M-$500M,strong,7.0,5.0000,15.1171,2.0,2.0,1.0,2024-07-25,101.279999,0001193125-24-183299,d857011dex991.htm,earnings_exhibit,84831,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BPOP_000119312524183299_d857011dex991.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001359,2024Q3,BR,2024-08-06,$2B-$10B,strong,6.0,2.0000,14.1107,1.0,1.0,1.0,2024-08-07,218.910004,0001383312-24-000037,ex991earningsrelease4q2024.htm,earnings_exhibit,41502,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BR_000138331224000037_ex991earningsrelease4q2024.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001360,2024Q3,BWIN,2024-08-06,$500M-$1B,mixed,2.0,4.0000,47.4333,-1.0,1.0,1.0,2024-08-07,44.23,0001781755-24-000047,ex99-1fy2024q2earningsrele.htm,earnings_exhibit,30307,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BWIN_000178175524000047_ex99-1fy2024q2earningsrele.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001361,2024Q3,CBRE,2024-07-25,>$10B,mixed,0.0,2.0000,27.1823,1.0,-1.0,0.0,2024-07-26,110.0,0001138118-24-000021,cbre-20240725x8kexx991.htm,earnings_exhibit,46316,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CBRE_000113811824000021_cbre-20240725x8kexx991.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,HP4 - Fundamental reacceleration watch tag
HP001362,2024Q3,CCOI,2024-08-08,$100M-$500M,strong,7.0,3.0000,12.1296,2.0,2.0,1.0,2024-08-09,68.870003,0001104659-24-087003,tm2421010d1_ex99-1.htm,earnings_exhibit,58754,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CCOI_000110465924087003_tm2421010d1_ex99-1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001363,2024Q3,CCS,2024-07-24,$500M-$1B,strong,6.0,4.0000,29.2402,1.0,2.0,1.0,2024-07-25,96.620003,0001576940-24-000057,ccs-20240722xex99_1.htm,earnings_exhibit,27610,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CCS_000157694024000057_ccs-20240722xex99_1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001364,2024Q3,CELH,2024-08-06,$500M-$1B,strong,6.0,5.0000,-46.9175,2.0,1.0,1.0,2024-08-07,40.209999,0001341766-24-000059,celhq22024investorpresen.htm,earnings_exhibit,18345,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CELH_000134176624000059_celhq22024investorpresen.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001365,2024Q3,CFG,2024-07-17,$2B-$10B,strong,7.0,5.0000,23.3192,2.0,2.0,1.0,2024-07-18,40.720001,0000759944-24-000138,cfg2q24earningspresentat.htm,earnings_exhibit,71916,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CFG_000075994424000138_cfg2q24earningspresentat.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001366,2024Q3,CHEF,2024-07-31,$1B-$2B,mixed,2.0,2.0000,16.6527,1.0,1.0,0.0,2024-08-01,41.75,0001517175-24-000012,pressreleaseex99106282024.htm,earnings_exhibit,26501,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CHEF_000151717524000012_pressreleaseex99106282024.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001367,2024Q3,CNO,2024-07-29,$1B-$2B,weak,-2.0,-4.0000,22.3709,-1.0,1.0,-1.0,2024-07-30,32.0,0001224608-24-000046,exhibit993.htm,earnings_exhibit,47672,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CNO_000122460824000046_exhibit993.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001368,2024Q3,CNXN,2024-07-31,$1B-$2B,strong,7.0,2.0000,24.0417,1.0,1.0,1.0,2024-08-01,73.779999,0001558370-24-010475,cnxn-20240731xex99d1.htm,earnings_exhibit,26837,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CNXN_000155837024010475_cnxn-20240731xex99d1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001369,2024Q3,COHR,2024-08-15,$2B-$10B,weak,-1.0,0.0000,21.3115,-1.0,2.0,-1.0,2024-08-16,74.0,0001193125-24-201297,d873258dex991.htm,earnings_exhibit,36142,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/COHR_000119312524201297_d873258dex991.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001370,2024Q3,CRDO,2024-09-04,$100M-$500M,weak,-4.0,-1.0000,27.7103,-1.0,-1.0,-1.0,2024-09-05,27.33,0001628280-24-039309,credoq12025ex-991.htm,earnings_exhibit,15057,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CRDO_000162828024039309_credoq12025ex-991.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001371,2024Q3,CRM,2024-08-28,$2B-$10B,strong,6.0,5.0000,21.3116,1.0,2.0,1.0,2024-08-29,271.01001,0001108524-24-000020,crm-q2fy25xexhibit991.htm,earnings_exhibit,39988,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CRM_000110852424000020_crm-q2fy25xexhibit991.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001372,2024Q3,CRTO,2024-08-01,$500M-$1B,mixed,0.0,-2.0000,22.6306,-1.0,1.0,1.0,2024-08-02,46.709999,0001576427-24-000096,exhibit991q22024.htm,earnings_exhibit,39054,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CRTO_000157642724000096_exhibit991q22024.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001373,2024Q3,CRUS,2024-08-06,$100M-$500M,mixed,0.0,-8.0000,26.4943,1.0,-1.0,1.0,2024-08-07,130.149994,0000772406-24-000056,shareholderletter.htm,earnings_exhibit,29131,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CRUS_000077240624000056_shareholderletter.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001374,2024Q3,CVNA,2024-07-31,$2B-$10B,good,4.0,7.0000,22.8345,-1.0,1.0,1.0,2024-08-01,147.339996,0001690820-24-000270,ex99_1q22024.htm,earnings_exhibit,53997,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CVNA_000169082024000270_ex99_1q22024.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001375,2024Q3,CZR,2024-07-30,$2B-$10B,strong,7.0,7.0000,12.7123,2.0,2.0,1.0,2024-07-31,39.810001,0001590895-24-000122,ex991-2024q2ceiearningsrel.htm,earnings_exhibit,18130,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CZR_000159089524000122_ex991-2024q2ceiearningsrel.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001376,2024Q3,DFIN,2024-07-31,$100M-$500M,mixed,0.0,2.0000,11.6758,2.0,-1.0,0.0,2024-08-01,67.239998,0000950170-24-088229,dfin-ex99_1.htm,earnings_exhibit,36908,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DFIN_000095017024088229_dfin-ex99_1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001377,2024Q3,DIN,2024-08-07,$100M-$500M,strong,7.0,2.0000,-30.3518,2.0,2.0,1.0,2024-08-08,30.290001,0001193125-24-195411,d859070dex991.htm,earnings_exhibit,38405,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DIN_000119312524195411_d859070dex991.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001378,2024Q3,DLTR,2024-09-04,>$10B,good,5.0,-1.0000,-44.3504,1.0,1.0,1.0,2024-09-05,63.09,0000935703-24-000039,ex991q2-24earningspr.htm,earnings_exhibit,34938,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DLTR_000093570324000039_ex991q2-24earningspr.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001379,2024Q3,DPZ,2024-07-18,$2B-$10B,strong,9.0,1.0000,-22.9121,2.0,2.0,1.0,2024-07-19,407.339996,0000950170-24-084430,dpz-ex99_1.htm,earnings_exhibit,34632,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DPZ_000095017024084430_dpz-ex99_1.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001380,2024Q3,DRS,2024-07-30,$1B-$2B,weak,-1.0,1.0000,36.9387,1.0,-1.0,0.0,2024-07-31,28.360001,0001628280-24-033350,q22024earningspressrelease.htm,earnings_exhibit,26790,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DRS_000162828024033350_q22024earningspressrelease.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001381,2024Q3,ENVA,2024-07-23,$100M-$500M,strong,6.0,4.0000,15.9385,2.0,2.0,0.0,2024-07-24,75.360001,0000950170-24-085640,enva-ex99_1.htm,earnings_exhibit,20177,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ENVA_000095017024085640_enva-ex99_1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001382,2024Q3,EVER,2024-08-05,$100M-$500M,weak,-2.0,-3.0000,21.0937,-1.0,-1.0,0.0,2024-08-06,27.9,0000950170-24-090730,ever-ex99_1.htm,earnings_exhibit,17941,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/EVER_000095017024090730_ever-ex99_1.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001383,2024Q3,EW,2024-07-24,$1B-$2B,strong,7.0,0.0000,-26.4253,2.0,2.0,1.0,2024-07-25,64.010002,0001099800-24-000069,ex-991q22024.htm,earnings_exhibit,31446,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/EW_000109980024000069_ex-991q22024.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001384,2024Q3,EXEL,2024-08-06,$500M-$1B,strong,7.0,2.0000,15.5268,2.0,2.0,1.0,2024-08-07,25.0,0000939767-24-000116,exel20240630exhibit991.htm,earnings_exhibit,27614,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/EXEL_000093976724000116_exel20240630exhibit991.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001385,2024Q3,FHB,2024-07-26,$100M-$500M,good,5.0,3.0000,15.7895,2.0,2.0,-1.0,2024-07-29,25.52,0001558370-24-010221,fhb-20240726xex99d1.htm,earnings_exhibit,53179,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/FHB_000155837024010221_fhb-20240726xex99d1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001386,2024Q3,FIVE,2024-08-28,$500M-$1B,good,5.0,1.0000,-23.2886,1.0,2.0,1.0,2024-08-29,82.809998,0001177609-24-000020,q22024fivebelowexhibit991.htm,earnings_exhibit,20434,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/FIVE_000117760924000020_q22024fivebelowexhibit991.htm.txt,18,,HP1 - Quality pullback re-rater,,,,
HP001387,2024Q3,FLR,2024-08-02,$2B-$10B,mixed,2.0,3.0000,13.1791,-1.0,-1.0,1.0,2024-08-05,45.0,0001628280-24-034274,ex991q22024.htm,earnings_exhibit,17523,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/FLR_000162828024034274_ex991q22024.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001388,2024Q3,FSLR,2024-07-30,$1B-$2B,weak,-1.0,1.0000,23.2889,2.0,-1.0,-1.0,2024-07-31,220.119995,0001274494-24-000032,ex991pressreleaseq2-2024.htm,earnings_exhibit,17185,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/FSLR_000127449424000032_ex991pressreleaseq2-2024.htm.txt,18,,,HP2 - Dislocation momentum re-rater,HP2 - Dislocation momentum watch,,
HP001389,2024Q3,FTAI,2024-07-24,$100M-$500M,strong,7.0,11.0000,48.9353,2.0,2.0,1.0,2024-07-25,109.110001,0001140361-24-033916,ef20032834_ex99-1.htm,earnings_exhibit,13536,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/FTAI_000114036124033916_ef20032834_ex99-1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
HP001390,2024Q3,FTDR,2024-08-01,$500M-$1B,strong,8.0,2.0000,28.5217,2.0,2.0,1.0,2024-08-02,44.34,0000950170-24-088949,ftdr-ex99_1.htm,earnings_exhibit,27219,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/FTDR_000095017024088949_ftdr-ex99_1.htm.txt,18,,,,,,HP4 - Fundamental reacceleration watch tag
