Ticker,Revenue group,Net income group,Assets,Financing cash flow,Investing cash flow,Operating cash flow,return from 2024 q3 to today
MMM,$2B-$10B,976000000,50580000000,-716000000,-386000000,1275000000,45.0224
MPWR,$100M-$500M,109802000,2434353000,-32252000,12314000,218807000,93.7064
MS,$2B-$10B,2980000000,1193693000000,-6288000000,-1041000000,-9865000000,80.4963
NCLH,$1B-$2B,-159321000,19492990000,-513364000,-236356000,503333000,-2.5798
NKE,$10B-$50B,4039000000,37531000000,-5266000000,137000000,3588000000,-42.8742
NOW,$2B-$10B,150000000,17387000000,5000000,-524000000,902000000,-41.6327
O,$500M-$1B,225016000,57779357000,949824000,-1677719000,731234000,20.1967
PAYX,$2B-$10B,513700000,10546400000,-218500000,363700000,1288800000,-24.4431
PNC,$2B-$10B,1694000000,561580000000,2733000000,-5712000000,1876000000,41.9584
POOL,$1B-$2B,101699000,3862829000,-105518000,-17560000,103203000,-25.7264
PRU,$10B-$50B,1462000000,721123000000,2129000000,-3303000000,1343000000,-19.1525
REGN,$2B-$10B,817800000,33080200000,-322500000,-235700000,1367600000,-25.9361
SATS,$2B-$10B,272845000,57108894000,84855000,-204858000,789947000,574.4657
SOLV,$2B-$10B,293000000,13943000000,-462000000,-65000000,509000000,30.566
SRE,$2B-$10B,980000000,87181000000,151000000,-1895000000,1980000000,22.2616
TSN,$10B-$50B,219000000,36251000000,-101000000,-1176000000,769000000,11.562
TTD,$100M-$500M,9326000,4888687000,-296764000,-28613000,187573000,-79.2158
TXN,$2B-$10B,1708000000,32348000000,239000000,28000000,1160000000,7.8862
UNP,$2B-$10B,1630000000,67132000000,-927000000,-805000000,1840000000,10.1574
VICI,$500M-$1B,518740000,44059841000,985489000,-1468856000,522033000,
VRSK,$500M-$1B,56300000,4366100000,-3405000000,2967100000,365300000,-34.4686
WDAY,$1B-$2B,0,16452000000,-2000000,-713000000,277000000,-46.5605
WMB,$2B-$10B,927000000,52627000000,450000000,-1639000000,1514000000,67.3612
WTW,$2B-$10B,203000000,29090000000,-453000000,-61000000,134000000,11.4418
XOM,>$50B,11430000000,376317000000,-8507000000,-4925000000,16341000000,35.0099
ZS,$1B-$2B,-171661000,3608317000,14602000,-78922000,326407000,-28.5751
