quarter,ticker,cik,event_accession,event_dates,primary_8k_doc,exhibit_docs,periodic_doc,primary_8k_text_len,exhibit_text_len,periodic_text_len,exhibit_table_count,exhibit_table_flag,doc_statuses,quality_pass,quality_reason
2024Q3,DCGO,1822359,0001822359-24-000079,2024-08-07,dcgo-20240807.htm,ex-991.htm;ex-992.htm,,4104,35202,0,11,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,DCH,1062231,0001062231-24-000082,2024-08-09,axl-20240809.htm,axl-q2_2024xex991xir.htm,,3006,23514,0,9,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DCO,30305,0001628280-24-035845,2024-08-08,dco-20240808.htm,ex99_1q22024earningsrelease.htm,,2998,32528,0,9,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DCOM,846617,0000846617-24-000048,2024-07-23,dcom-20240723x8k.htm,dcom-20240723xex99d1.htm,,4126,40049,0,26,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DCTH,872912,0001628280-24-034736,2024-08-05,dcth-20240805.htm,dcth-q224erex991.htm,,3644,11701,0,2,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DD,1666700,0001666700-24-000028,2024-07-31,dd-20240731.htm,exhibit991enrschedules-2q24.htm,,3659,45569,0,19,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DDD,910638,0001193125-24-199841,2024-08-13;2024-08-20;2024-08-29,d832946d8k.htm,d832946dex991.htm;d690946dex991.htm;d189782dex991.htm,,3324,25967,0,40,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:error_HTTPError;exhibit_3:error_HTTPError,True,included
2024Q3,DDOG,1561550,0001561550-24-000109,2024-08-08,ddog-20240808.htm,ex-991x20240630x8k.htm,,3458,29647,0,11,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DE,315189,0001558370-24-012287,2024-08-15,de-20240815x8k.htm,de-20240815xex99d1.htm;de-20240815xex99d2.htm,,3627,53043,0,70,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,DEA,1622194,0000950170-24-088222,2024-07-31,dea-20240731.htm,dea-ex99_1.htm;dea-ex99_2.htm,,4184,79724,0,53,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,DECK,910521,0000910521-24-000037,2024-07-25,deck-20240725.htm,deckex991pressrelease-6302.htm,,3684,13325,0,2,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DEI,1364250,0001364250-24-000037,2024-08-08,nysedei-20240808.htm,a2024q2epexhibit991.htm,,3216,64827,0,65,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DELL,1571996,0001571996-24-000081,2024-08-29,dell-20240829.htm,exhibit991earnings8kq2fy25.htm,,3758,25329,0,11,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DFIN,1669811,0000950170-24-088229,2024-07-31,dfin-20240731.htm,dfin-ex99_1.htm,,3162,36908,0,18,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DFLI,1847986,0001493152-24-032312,2024-08-14,form8-k.htm,ex99-1.htm;ex99-2.htm,,4797,25973,0,30,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,DG,29534,0001104659-24-094354,2024-08-29,tm2422849d1_8k.htm,tm2422849d1_ex99.htm,,4832,28186,0,35,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DGII,854775,0000854775-24-000027,2024-08-07,dgii-20240807.htm,dgii-ex991_20240807.htm,,3521,20144,0,16,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DGX,1022079,0001022079-24-000153,2024-07-23,dgx-20240723.htm,dgx063020248-kex991.htm,,2928,20810,0,14,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DHI,882184,0000882184-24-000034,2024-07-18,dhi-20240718.htm,a6302024exhibit991.htm,,3496,34068,0,14,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DHR,313616,0000313616-24-000188,2024-07-23,dhr-20240723.htm,dhr-20240723xex991.htm,,4557,25943,0,9,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DIBS,1600641,0001600641-24-000152,2024-08-06,quarterly-20240806.htm,ex991q2fy24earningsrelease.htm,,3409,19792,0,5,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DIN,49754,0001193125-24-195411,2024-08-07,d859070d8k.htm,d859070dex991.htm,,3518,38405,0,41,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DIOD,29002,0000950170-24-094168,2024-08-08;2024-08-12,diod-20240808.htm,diod-ex99_1.htm;diod-ex99_2.htm;diod-ex99_3.htm,,6722,55958,0,8,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached;exhibit_3:cached,True,included
2024Q3,DIS,1744489,0001744489-24-000231,2024-08-07,dis-20240807.htm,fy2024_q3xprxex991.htm,,2963,48648,0,29,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DK,1694426,0001694426-24-000106,2024-08-06,dk-20240806.htm,dk-ex991earningsreleasex06.htm;dk2q24earningsslides.htm,,4604,80050,0,56,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,DLHC,785557,0000785557-24-000052,2024-07-31,dlhc-20240731.htm,ex991earnrelfy24q3.htm,,3367,16117,0,5,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DLR,1297996,0001558370-24-010180,2024-07-25,dlr-20240725x8k.htm,dlr-20240725xex99d1.htm;dlr-20240725xex99d2.htm,,5892,171488,0,275,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,DLTR,935703,0000935703-24-000039,2024-09-04,dltr-20240904.htm,ex991q2-24earningspr.htm,,3589,34938,0,12,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DLX,27996,0000027996-24-000139,2024-07-31,dlx-20240731.htm,exhibit991073120248-k.htm,,3435,23744,0,16,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DNA,1830214,0001628280-24-036226,2024-08-08,dna-20240509.htm,ex991earningspr.htm,,8368,23315,0,8,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DNLI,1714899,0001714899-24-000168,2024-08-01,dnli-20240801.htm,ex991pressreleaseq22024.htm,,3298,18256,0,2,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DNOW,1599617,0001193125-24-195396,2024-08-07,d834357d8k.htm,d834357dex991.htm,,3400,10472,0,19,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DNTH,1690585,0000950170-24-093920,2024-08-08,dnth-20240808.htm,dnth-ex99_1.htm,,3367,13851,0,2,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DNUT,1857154,0001857154-24-000088,2024-08-08,dnut-20240808.htm,exh991q2pressrelease2024.htm,,3408,35371,0,17,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DOC,765880,0001628280-24-032991,2024-07-25,peak-20240725.htm,ex99106302024.htm;ex99106302024.pdf;ex99206302024.htm,,5036,50496,0,8,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached;exhibit_3:cached,True,included
2024Q3,DOCN,1582961,0001582961-24-000120,2024-08-08,docn-20240808.htm,a2024-q2dopressrelease.htm,,3457,30239,0,6,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DOCU,1261333,0001261333-24-000118,2024-09-05,docu-20240905.htm,q225ex-991er.htm,,3745,32006,0,11,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DOMO,1505952,0001505952-24-000050,2024-08-29,domo8k-20240829.htm,domofy25q2earningsrelease.htm,,3549,20306,0,5,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DOV,29905,0000029905-24-000033,2024-07-25,dov-20240725.htm,a202425078-kexhibit991pr.htm,,3882,31665,0,15,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DOW,1751788,0001751788-24-000135,2024-07-25,dow-20240725.htm,exhibit991enrschedules2q24.htm,,3458,39114,0,19,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DPZ,1286681,0000950170-24-084430,2024-07-18,dpz-20240718.htm,dpz-ex99_1.htm,,3145,34632,0,13,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DRH,1298946,0001298946-24-000091,2024-08-01,drh-20240801.htm,drhlogopressreleasea35.gif;exhibit9912q2024.htm,,5498,55407,0,19,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,DRI,940944,0000940944-24-000044,2024-09-19,dri-20240919.htm,exhibit991-q1fy25.htm,,3734,14841,0,8,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DRS,1833756,0001628280-24-033350,2024-07-30,drs-20240730.htm,q22024earningspressrelease.htm,,4118,26790,0,12,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DRVN,1804745,0001193125-24-190597,2024-08-01,d877753d8k.htm,d877753dex991.htm;d877753dex992.htm,,8182,31415,0,24,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,DSGN,1807120,0000950170-24-090332,2024-08-05,dsgn-20240805.htm,dsgn-ex99_1.htm,,3425,10492,0,2,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DSGR,703604,0000703604-24-000077,2024-08-01,laws-20240801.htm,a2024q2pressrelease.htm,,2948,24064,0,9,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DTE,936340,0000936340-24-000176,2024-07-25;2024-08-01,dte-20240725.htm,exhibit991-063024.htm;q224presentationfinal-ve.htm;dtegas-exhibit991x63024.htm,,5994,38994,0,4,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached;exhibit_3:error_HTTPError,True,included
2024Q3,DTIL,1357874,0000950170-24-088950,2024-08-01,dtil-20240801.htm,dtil-ex99_1.htm,,2948,23232,0,2,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DTST,1419951,0001731122-24-001241,2024-08-14,e5872_8-k.htm,e5872_ex99-1.htm,,4102,13588,0,6,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DUK,1326160,0001326160-24-000164,2024-08-06,duk-20240806.htm,er-20240630xearningsreleas.htm,,4277,77941,0,34,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DUOL,1562088,0001562088-24-000203,2024-08-07,duol-20240807.htm,q2fy24duolingo06-30x24pres.htm,,3410,22406,0,10,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DVA,927066,0000927066-24-000126,2024-08-06,dva-20240806.htm,dva-63024ex991.htm,,3408,51720,0,29,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DVN,1090012,0001193125-24-194945,2024-08-06,d816697d8k.htm,d816697dex991.htm;d816697dex992.htm,,3730,37341,0,50,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,DXLG,813298,0000950170-24-101579,2024-08-29,dxlg-20240829.htm,dxlg-ex99_1.htm,,3262,26548,0,7,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DXPE,1020710,0001020710-24-000070,2024-08-08,dxpe-20240808.htm,earningsrelease6302024.htm,,3835,20110,0,16,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,DY,67215,0000067215-24-000035,2024-08-21,dy-20240821.htm,dyfy2025q2earningsreleasee.htm;q22025presentationmateri.htm,,6159,43378,0,7,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,EA,712515,0000712515-24-000027,2024-07-30,ea-20240729.htm,earningspressrelease2024_0.htm,,3943,25548,0,15,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EAT,703351,0000703351-24-000027,2024-08-14,eat-20240814.htm,fy24q4ex991-earningsrelease.htm,,3389,25157,0,15,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EB,1475115,0001475115-24-000161,2024-08-08,eb-20240807.htm,earningspressreleasedateda.htm;shareholderletterq22024f.htm,,8428,53863,0,6,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,EBAY,1065088,0001065088-24-000143,2024-07-31,ebay-20240731.htm,exhibit991erebayq22024.htm,,3481,36600,0,12,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EBC,1810546,0001628280-24-032992,2024-07-25,ebc-20240725.htm,ebc-20240630xq22024earning.htm,,4204,55090,0,13,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EBF,33002,0000950170-24-108690,2024-09-23,ebf-20240920.htm,ebf-ex99_1.htm,,5247,11964,0,2,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EBS,1367644,0001367644-24-000142,2024-08-06,ebs-20240806.htm,ebs2024-06x30ex99earningsr.htm,,4405,50291,0,27,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ECL,31462,0001558370-24-010319,2024-07-30,ecl-20240730x8k.htm,ecl-20240730xex99d1.htm;ecl-20240730xex99d2.htm,,4597,77964,0,48,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,ECPG,1084961,0001084961-24-000082,2024-08-07,ecpg-20240807.htm,exhibit991ecpgq22024earnin.htm;exhibit992-pressreleaseorg.htm,,5975,18667,0,7,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,ECVT,1708035,0001708035-24-000097,2024-08-01,ecvt-20240801.htm,ex991-ecvt2q24earningsrele.htm,,3493,40294,0,25,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ED,1047862,0001047862-24-000048,2024-08-01,ed-20240801.htm,a2q2024earningsreleasepr.htm,,3640,52309,0,0,no_tables_detected,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EDBL,0001809750,0001477932-24-004345,2024-07-24;2024-07-31;2024-08-14,edbl_8k.htm,edbl_ex991.htm;edbl_ex991.htm;edbl_ex991.htm,,3499,25107,0,6,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached;exhibit_3:cached,True,included
2024Q3,EDIT,1650664,0001650664-24-000094,2024-08-07,edit-20240807.htm,editasmedicinepressrelease.htm,,3918,10054,0,2,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EE,0001888447,0000950170-24-092958,2024-08-07,ee-20240508.htm,ee-ex99_1.htm,,3430,24856,0,8,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EEFT,1029199,0001213900-24-062722,2024-07-19,eeft-20240718.htm,ex991_1.htm,,3508,22502,0,28,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EEX,1579214,0000950170-24-092231,2024-08-07,eex-20240807.htm,eex-ex99_1.htm;eex-ex99_2.htm,,3660,45427,0,10,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,EFX,33185,0000033185-24-000042,2024-07-17,efx-20240717.htm,exhibit99120240630.htm,,3080,45988,0,11,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EG,1095073,0001095073-24-000032,2024-07-31,everestre-20240731.htm,earningsrelease-exx991q220.htm,,4227,23465,0,10,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EGAN,1066194,0001558370-24-012608,2024-09-05,egan-20240905x8k.htm,egan-20240905xex99d1.htm,,3699,22909,0,30,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EHAB,0001803737,0001803737-24-000120,2024-07-15;2024-08-06,ehab-20240715.htm,q22024enhabitpreliminaryea.htm;enhabit_earningsxslidesx.htm;q22024enhabitearningsrelea.htm,,3558,8896,0,0,no_tables_detected,primary_8k:cached;exhibit_1:cached;exhibit_2:error_HTTPError;exhibit_3:error_HTTPError,True,included
2024Q3,EHTH,1333493,0001333493-24-000122,2024-08-07,ehth-20240806.htm,a2q24earningsslides_fina.htm;exhibit9912024q2earningsre.htm;exhibit993ceotransitionpre.htm,,5395,76645,0,20,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached;exhibit_3:cached,True,included
2024Q3,EIG,1379041,0001379041-24-000141,2024-07-31,eig-20240731.htm,ex991_pressreleasex6302024.htm;ex992_finsupplementx6302024.htm,,3710,31111,0,11,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,EIX,827052,0000827052-24-000054,2024-07-25,eix-20240725x8k.htm,eix-20240725xex99d1.htm;eix-20240725xex99d2.htm;eix-20240725xex99d3.htm,,7543,87423,0,76,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached;exhibit_3:cached,True,included
2024Q3,EL,1001250,0001001250-24-000112,2024-08-19,el-20240819.htm,elq4fy2024exhibit991.htm,,3217,62927,0,40,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ELDN,1404281,0000950170-24-097206,2024-08-14,eldn-20240814.htm,eldn-ex99_1.htm,,9510,8237,0,0,no_tables_detected,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ELV,1156039,0001156039-24-000101,2024-07-17,elv-20240717.htm,a2q2024elvearningsrelease.htm,,8634,30561,0,14,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EMBC,0001872789,0001872789-24-000026,2024-08-09,embc-20240809.htm,q32024ex-991.htm,,2834,32646,0,10,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EME,105634,0000105634-24-000031,2024-07-25,eme-20240725.htm,eme-ex991_2024630xq2.htm,,3320,18050,0,10,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EML,31107,0001654954-24-010037,2024-08-06,eml_8k.htm,eml_ex991.htm,,3125,25407,0,19,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EMPD,1829794,0001683168-24-005281,2024-08-06,volcon_8k.htm,volcon_ex9901.htm,,3505,15286,0,9,has_tables,primary_8k:fetched;exhibit_1:cached,True,included
2024Q3,EMR,32604,0000032604-24-000035,2024-08-07,emr-20240807.htm,a2024q3release_ex991.htm,,5523,25972,0,36,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ENOV,1420800,0001420800-24-000019,2024-08-07,cfx-20240807.htm,q22024earningspressrelease.htm,,3232,24245,0,8,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ENPH,1463101,0001463101-24-000116,2024-07-23,enph-20240723.htm,a2024q2exx991pressrelease.htm,,4057,26974,0,6,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ENR,1632790,0001632790-24-000060,2024-08-06,enr-20240806.htm,enrpr6302024.htm;q324earningsslidesfinalf.htm,,3267,62231,0,22,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,ENS,1289308,0001289308-24-000029,2024-08-07,ens-20240807.htm,ex991_earningsx1qfy25.htm;ex992_dividendx1qfy25.htm,,3352,42530,0,17,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,ENSG,1125376,0001125376-24-000136,2024-07-25,ensg-20240725.htm,q22024pressrelease.htm,,6878,45074,0,25,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ENTA,1177648,0000950170-24-090722,2024-08-05,enta-20240805.htm,enta-ex99_1.htm,,2993,12965,0,2,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ENTG,1101302,0001101302-24-000049,2024-07-31,entg-20240731.htm,entgq22024ex991.htm;entgq22024ex992.htm,,3976,65565,0,16,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,ENVA,1529864,0000950170-24-085640,2024-07-23,enva-20240723.htm,enva-ex99_1.htm,,3535,20177,0,6,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ENVX,1828318,0001828318-24-000155,2024-07-31,envx-20240731.htm,envx8k-q22024x07312024ex991.htm,,3340,29835,0,10,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EOLS,1570562,0001570562-24-000114,2024-07-31,eols-20240731.htm,q22024eolsex991.htm,,3451,21974,0,6,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EPAM,1352010,0001352010-24-000024,2024-08-08,epam-20240808.htm,exhibit99_q2x2024.htm,,4078,27362,0,11,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EPC,1096752,0001628280-24-034922,2024-08-06,epc-20240806.htm,epcexhibit991063020241.htm,,3660,33054,0,17,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EPM,1006655,0001558370-24-012701,2024-09-10,epm-20240909x8k.htm,epm-20240909xex99d1.htm;epm-20240909xex99d1001.gif,,5001,38745,0,24,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,EQIX,1101239,0001628280-24-035620,2024-08-07,eqix-20240807.htm,eqix-063024xpruploadhyperl.htm,,3894,49240,0,14,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EQR,906107,0000950170-24-087329,2024-07-29,eqr-20240729.htm,eqr-ex99_1.htm,,3635,81105,0,101,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ERIE,922621,0000922621-24-000018,2024-07-25,erie-20240723.htm,ex-99106302024.htm;ex-99206302024.htm;ex991image06302022.gif,,3697,25452,0,5,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached;exhibit_3:cached,True,included
2024Q3,ERII,1421517,0001421517-24-000170,2024-07-31,erii-20240731.htm,ex991earningsrelease2024-q2.htm,,3328,16882,0,12,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ES,72741,0001104659-24-084368,2024-07-31;2024-09-30,tm2420517d1_8k.htm,tm2420517d1_ex99-1.htm;tm2420517d1_ex99-2.htm;tm2420517d1_ex99-3.htm,,6770,32636,0,5,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached;exhibit_3:cached,True,included
2024Q3,ESE,866706,0001104659-24-086768,2024-08-07,tm2421020d1_8k.htm,tm2421020d1_ex99-1.htm,,13298,27858,0,32,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ESOA,1357971,0001104659-24-088379,2024-08-12,tm2421434d1_8k.htm,tm2421434d1_ex99-1.htm,,3068,8710,0,3,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ESRT,1541401,0001104659-24-082370,2024-07-24,tm2419033d1_8k.htm,tm2419033d1_ex99-1.htm;tm2419033d1_ex99-2.htm,,20871,102407,0,104,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,ESS,920522,0001140361-24-034917,2024-07-30,ef20033063_8k.htm,ef20033063_ex99-1.htm,,4159,79831,0,94,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ESTA,1688757,0001688757-24-000071,2024-08-06,esta-20240806.htm,estaprq22024-ex991.htm,,3318,16587,0,6,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ETN,1551182,0001551182-24-000033,2024-08-01,etn-20240801.htm,etn06302024exhibit99.htm,,2823,20859,0,11,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,ETR,65984,0000065984-24-000090,2024-08-01,etr-20240801.htm,earningsrelease2q24_ex991.htm,,6472,76024,0,32,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EVCM,1853145,0001853145-24-000044,2024-08-06,evcm-20240805.htm,evcmq224earningsrelease.htm,,10835,22398,0,5,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EVER,1640428,0000950170-24-090730,2024-08-05,ever-20240805.htm,ever-ex99_1.htm;ever-ex99_2.htm,,4189,33622,0,9,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,EVGO,1821159,0001558370-24-010524,2024-08-01,evgo-20240801x8k.htm,evgo-20240801xex99d1.htm,,3675,37218,0,37,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EVH,1628908,0001628908-24-000089,2024-08-08,evh-20240808.htm,a2q24exhibit991.htm,,3609,42230,0,10,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EVRG,1711269,0001193125-24-197470,2024-08-09,d881251d8k.htm,d881251dex991.htm,,6074,16646,0,20,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EVTC,1559865,0001559865-24-000041,2024-07-31,evtc-20240731.htm,ex99106302024.htm,,3666,34927,0,14,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EW,1099800,0001099800-24-000069,2024-07-24,ew-20240724.htm,ex-991q22024.htm;ex-992q22024.htm,,8709,39476,0,20,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,EWBC,1069157,0001069157-24-000079,2024-07-23,ewbc-20240723.htm,ewbc2q24earningspresenta.htm,,4741,23709,0,0,no_tables_detected,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EXAS,1124140,0001124140-24-000067,2024-07-31,exas-20240731.htm,exas-20240731xex991.htm,,3535,31911,0,16,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EXC,1109357,0001109357-24-000154,2024-08-01,exc-20240801.htm,exc-20240801ex991.htm;exc-20240801ex992.htm,,10138,109517,0,45,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included
2024Q3,EXE,895126,0000895126-24-000106,2024-07-29,chk-20240729.htm,chk-ex_991x20240630x8kxpr.htm,,4350,30475,0,29,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EXEL,939767,0000939767-24-000116,2024-08-06,exel-20240806.htm,exel20240630exhibit991.htm,,4074,27614,0,19,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EXLS,1297989,0001297989-24-000006,2024-08-01,exls-20240801.htm,exlq224pressrelease.htm,,3468,21447,0,5,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EXPD,746515,0000950170-24-091438,2024-08-06,expd-20240806.htm,expd-ex99_1.htm,,3669,20012,0,12,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EXPE,1324424,0001324424-24-000036,2024-08-08,expe-20240808.htm,earningsrelease-q22024.htm,,3679,40560,0,12,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EXPI,1495932,0001558370-24-010472,2024-07-31,expi-20240731x8k.htm,expi-20240731xex99d1.htm,,4349,20172,0,18,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EXR,1289490,0001628280-24-033498,2024-07-30,exr-20240730.htm,q22024ex991earningsrelease.htm,,3462,35637,0,10,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EXTR,1078271,0000950170-24-092273,2024-08-07,extr-20240807.htm,extr-ex99_1.htm,,3622,36228,0,16,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EYE,1710155,0001710155-24-000050,2024-08-07,eye-20240807.htm,ex991-q22024earningsrelease.htm,,3896,52408,0,10,has_tables,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EYPT,1314102,0000950170-24-092262,2024-08-07,eypt-20240807.htm,eypt-ex99_1.htm,,2912,13231,0,0,no_tables_detected,primary_8k:cached;exhibit_1:cached,True,included
2024Q3,EZPW,876523,0000876523-24-000028,2024-07-31,ezpw-20240731.htm,a2024-q3pressreleaseex991.htm,,5655,29305,0,17,has_tables,primary_8k:cached;exhibit_1:cached,True,included
