Ticker,Revenue group,Net income group,Assets,Financing cash flow,Investing cash flow,Operating cash flow,return from 2024 q3 to today,revenue_value,net_income_margin,operating_cash_flow_margin,fcf_proxy,fcf_proxy_margin,financing_dependence,accrual_spread,asset_turnover,cash_quality_score,cash_quality_bucket
LH,$2B-$10B,212900000,16725100000,-60600000,-99700000,121200000,28.9801,3037800000.0,0.070084,0.039897,21500000.0,0.007077,0.0,0.030186,0.181631,0.016788,0 to 1 okay
LHX,$2B-$10B,337000000,41687000000,1361000000,-2048000000,350000000,41.5666,4471000000.0,0.075375,0.078282,-1698000000.0,-0.379781,0.304406,-0.002908,0.107252,-0.608812,-1 to 0 mixed
LII,$1B-$2B,98000000,2798300000,101100000,-33700000,-78800000,-7.2693,1049400000.0,0.093387,-0.075091,-112500000.0,-0.107204,0.096341,0.168477,0.375013,-0.447113,-1 to 0 mixed
LILA,$500M-$1B,-65600000,13594600000,-35400000,-132100000,62400000,-12.8631,910900000.0,-0.072017,0.068504,-69700000.0,-0.076518,0.0,-0.14052,0.067005,-0.148534,-1 to 0 mixed
LILAK,$500M-$1B,-65600000,13594600000,-35400000,-132100000,62400000,-10.447,910900000.0,-0.072017,0.068504,-69700000.0,-0.076518,0.0,-0.14052,0.067005,-0.148534,-1 to 0 mixed
LIN,$2B-$10B,1516000000,80811000000,-764000000,-1634000000,1908000000,13.9656,8193000000.0,0.185036,0.232882,274000000.0,0.033443,0.0,-0.047846,0.101385,0.218479,0 to 1 okay
LITE,$1B-$2B,-400000,4632100000,-68500000,-803100000,130600000,1576.7727,1396200000.0,-0.000286,0.09354,-672500000.0,-0.481665,0.0,-0.093826,0.301418,-0.481951,-1 to 0 mixed
LIVN,$100M-$500M,7370000,2429563000,-5235000,-11484000,20757000,15.2697,263418000.0,0.027978,0.078799,9273000.0,0.035203,0.0,-0.05082,0.108422,0.063181,0 to 1 okay
LKQ,$2B-$10B,270000000,15079000000,-66000000,-97000000,223000000,-24.7724,3349000000.0,0.080621,0.066587,126000000.0,0.037623,0.0,0.014034,0.222097,0.090176,0 to 1 okay
LLY,$2B-$10B,1344900000,64006300000,412300000,-688800000,1730600000,4.5549,6960000000.0,0.193233,0.248649,1041800000.0,0.149684,0.059239,-0.055417,0.108739,0.283678,0 to 1 okay
LMB,$100M-$500M,2993000,304439000,-3169000,-822000,9366000,64.7286,121009000.0,0.024734,0.077399,8544000.0,0.070606,0.0,-0.052666,0.397482,0.09534,0 to 1 okay
LMT,$10B-$50B,1689000000,52456000000,-1412000000,-259000000,1564000000,33.5047,15126000000.0,0.111662,0.103398,1305000000.0,0.086275,0.0,0.008264,0.288356,0.181409,0 to 1 okay
LNT,$1B-$2B,163000000,21237000000,212000000,-263000000,188000000,42.1789,1077000000.0,0.151346,0.174559,-75000000.0,-0.069638,0.196843,-0.023213,0.050713,-0.115135,-1 to 0 mixed
LNTH,$100M-$500M,-2807000,1651149000,-8669000,-44513000,108500000,5.2022,300784000.0,-0.009332,0.360724,63987000.0,0.212734,0.0,-0.370056,0.182166,0.203402,0 to 1 okay
LOCO,$100M-$500M,4918000,592301000,-13843000,-5680000,3819000,22.8319,401701000.0,0.012243,0.009507,-1861000.0,-0.004633,0.0,0.002736,0.678204,0.002138,0 to 1 okay
LOGI,$2B-$10B,644513000,3560753000,-606819000,-107863000,298318000,-2.0185,5481101000.0,0.117588,0.054427,190455000.0,0.034748,0.0,0.063162,1.53931,0.026013,0 to 1 okay
LOPE,$100M-$500M,59564000,930463000,-41234000,-37134000,62999000,18.7939,250125000.0,0.238137,0.25187,25865000.0,0.103408,0.0,-0.013733,0.268818,0.341545,0 to 1 okay
LOVE,$100M-$500M,-4115000,482180000,-522000,-4177000,6291000,-27.9249,141193000.0,-0.029145,0.044556,2114000.0,0.014972,0.0,-0.073701,0.292822,-0.014172,-1 to 0 mixed
LOW,$10B-$50B,2260000000,45917000000,-200000000,-304000000,2106000000,11.0372,22347000000.0,0.101132,0.094241,1802000000.0,0.080637,0.0,0.006891,0.486682,0.167987,0 to 1 okay
LPG,$100M-$500M,71935018,1708913529,-35178821,68766198,118695170,-9.7474,274221448.0,0.262325,0.432844,187461368.0,0.683613,0.0,-0.17052,0.160465,0.945938,0 to 1 okay
LPLA,$2B-$10B,338884000,10385480000,-197855000,-350840000,-205920000,16.6779,2417832000.0,0.14016,-0.085167,-556760000.0,-0.230272,0.0,0.225327,0.232809,-0.540767,-1 to 0 mixed
LPSN,$100M-$500M,-17420000,835513000,-149806000,2839000,-5918000,-70.0565,107661000.0,-0.161804,-0.054969,-3079000.0,-0.028599,0.0,-0.106835,0.128856,-0.190403,-1 to 0 mixed
LQDT,$100M-$500M,3967000,288970000,-17253000,-6356000,22335000,78.2674,153736000.0,0.025804,0.145282,15979000.0,0.103938,0.0,-0.119478,0.532014,0.129742,0 to 1 okay
LSTR,$1B-$2B,78195000,1801846000,-142467000,4336000,139035000,-2.6911,1435675000.0,0.054466,0.096843,143371000.0,0.099863,0.0,-0.042377,0.79678,0.154329,0 to 1 okay
LTH,$500M-$1B,27460000,7032141000,72325000,-136851000,74348000,40.037,510851000.0,0.053753,0.145538,-62503000.0,-0.122351,0.141577,-0.091784,0.072645,-0.210175,-1 to 0 mixed
LULU,$2B-$10B,290405000,7091941000,-115399000,-138219000,45503000,-47.1752,2000792000.0,0.145145,0.022742,-92716000.0,-0.04634,0.0,0.122403,0.282122,-0.146,-1 to 0 mixed
LUV,$2B-$10B,-159000000,36487000000,-262000000,-1577000000,706000000,34.5496,5706000000.0,-0.027865,0.123729,-871000000.0,-0.152646,0.0,-0.151595,0.156384,-0.180512,-1 to 0 mixed
LVS,$2B-$10B,147000000,21778000000,-36000000,-182000000,441000000,22.6912,2120000000.0,0.06934,0.208019,259000000.0,0.12217,0.0,-0.138679,0.097346,0.191509,0 to 1 okay
LXFR,$100M-$500M,500000,372100000,5300000,-2000000,-14400000,13.0993,101300000.0,0.004936,-0.142152,-16400000.0,-0.161895,0.05232,0.147088,0.272239,-0.503455,-1 to 0 mixed
LXU,$100M-$500M,15901000,1298184000,-10688000,-63379000,59247000,74.2369,180964000.0,0.087868,0.327397,-4132000.0,-0.022833,0.0,-0.239528,0.139398,0.065035,0 to 1 okay
LYB,$10B-$50B,474000000,37000000000,-477000000,-371000000,482000000,-26.6879,10247000000.0,0.046257,0.047038,111000000.0,0.010832,0.0,-0.000781,0.276946,0.05709,0 to 1 okay
LYFT,$1B-$2B,-187649000,4564467000,-27743000,449371000,-74040000,3.0829,1000548000.0,-0.187546,-0.073999,375331000.0,0.375125,0.0,-0.113547,0.219204,0.187579,0 to 1 okay
LYV,$2B-$10B,-3169000,19074045000,225701000,-59789000,1155848000,66.8771,3127390000.0,-0.001013,0.369589,1096059000.0,0.350471,0.072169,-0.370602,0.163961,0.277288,0 to 1 okay
LZ,$100M-$500M,-2358000,447818000,-6755000,-7428000,29208000,-22.6619,165936000.0,-0.01421,0.17602,21780000.0,0.131255,0.0,-0.19023,0.370543,0.117045,0 to 1 okay
LZB,$2B-$10B,150017000,1866263000,-144561000,-78371000,79004000,-3.7936,2356811000.0,0.063653,0.033522,633000.0,0.000269,0.0,0.030131,1.26285,0.003659,0 to 1 okay
MA,$2B-$10B,2361000000,42448000000,-1955000000,-397000000,1919000000,15.0454,5748000000.0,0.410752,0.333855,1522000000.0,0.264788,0.0,0.076896,0.135413,0.521747,0 to 1 okay
MAA,$500M-$1B,135910000,11484503000,15021000,-138385000,218310000,-11.2971,529033000.0,0.256903,0.412659,79925000.0,0.151078,0.028393,-0.155756,0.046065,0.379587,0 to 1 okay
MAC,$100M-$500M,-58733000,7513512000,-174341000,118165000,80730000,40.7045,214854000.0,-0.273362,0.375744,198895000.0,0.925722,0.0,-0.649106,0.028596,0.652359,0 to 1 okay
MAGN,$100M-$500M,-13584000,1563796000,15179000,-8787000,-79535000,-44.4032,390713000.0,-0.034767,-0.203564,-88322000.0,-0.226053,0.038849,0.168797,0.249849,-0.637263,-1 to 0 mixed
MANH,$100M-$500M,38791000,673353000,-101688000,-666000,58716000,-43.101,221013000.0,0.175515,0.265668,58050000.0,0.262654,0.0,-0.090153,0.328228,0.438169,0 to 1 okay
MAR,$2B-$10B,757000000,25674000000,-782000000,-59000000,887000000,43.9283,5615000000.0,0.134817,0.15797,828000000.0,0.147462,0.0,-0.023152,0.218704,0.28228,0 to 1 okay
MAS,$1B-$2B,205000000,5363000000,78000000,-59000000,33000000,11.7295,1979000000.0,0.103588,0.016675,-26000000.0,-0.013138,0.039414,0.086913,0.36901,-0.122789,-1 to 0 mixed
MASI,$500M-$1B,21300000,3041500000,-35200000,-11100000,400000,43.3507,565000000.0,0.037699,0.000708,-10700000.0,-0.018938,0.0,0.036991,0.185764,-0.055221,-1 to 0 mixed
MAT,$500M-$1B,-106471000,5831738000,-53209000,-42511000,-206380000,-8.9406,814579000.0,-0.130707,-0.253358,-248891000.0,-0.305546,0.0,0.122651,0.13968,-0.681555,-1 to 0 mixed
MATV,$500M-$1B,-7700000,2642400000,11700000,-19400000,-20700000,-42.7476,549000000.0,-0.014026,-0.037705,-40100000.0,-0.073042,0.021311,0.023679,0.207766,-0.155738,-1 to 0 mixed
MATW,$1B-$2B,12830000,1887381000,-44899000,-31203000,44711000,12.167,1671030000.0,0.007678,0.026757,13508000.0,0.008084,0.0,-0.019079,0.88537,0.015762,0 to 1 okay
MATX,$500M-$1B,34000000,4294600000,-104500000,-153500000,96700000,34.3666,704800000.0,0.048241,0.137202,-56800000.0,-0.08059,0.0,-0.088961,0.164113,-0.03235,-1 to 0 mixed
MAX,$100M-$500M,-10266000,153925000,-7539000,-30000,12556000,-24.4844,111630000.0,-0.091965,0.112479,12526000.0,0.11221,0.0,-0.204443,0.725223,0.020245,0 to 1 okay
MBC,$500M-$1B,35000000,2381700000,-42700000,-2700000,62100000,-36.6848,676700000.0,0.051722,0.091769,59400000.0,0.087779,0.0,-0.040047,0.284125,0.139501,0 to 1 okay
MBLY,$100M-$500M,-79000000,15577000000,-3000000,-26000000,171000000,-68.0354,458000000.0,-0.172489,0.373362,145000000.0,0.316594,0.0,-0.545852,0.029402,0.144105,0 to 1 okay
MBUU,$1B-$2B,121933000,925924000,-112847000,-43505000,107990000,-27.0048,1016062000.0,0.120005,0.106283,64485000.0,0.063466,0.0,0.013723,1.097349,0.156026,0 to 1 okay
MCD,$2B-$10B,1802000000,56147000000,-558000000,-741000000,2420000000,20.4764,5898000000.0,0.305527,0.410309,1679000000.0,0.284673,0.0,-0.104781,0.105046,0.5902,0 to 1 okay
MCFT,$100M-$500M,4068000,353976000,-18831000,-92881000,104962000,25.3842,495480000.0,0.00821,0.211839,12081000.0,0.024382,0.0,-0.203629,1.399756,0.032593,0 to 1 okay
MCHP,$2B-$10B,1285500000,16370300000,-2327600000,-477700000,2842700000,-22.6994,6820900000.0,0.188465,0.416763,2365000000.0,0.346728,0.0,-0.228298,0.416663,0.535193,0 to 1 okay
MCK,>$50B,1114000000,62320000000,-6321000000,-89000000,4434000000,40.4983,263966000000.0,0.00422,0.016798,4345000000.0,0.01646,0.0,-0.012577,4.235655,0.020681,0 to 1 okay
MCO,$1B-$2B,501000000,14622000000,-216000000,-63000000,608000000,8.7588,1470000000.0,0.340816,0.413605,545000000.0,0.370748,0.0,-0.072789,0.100533,0.711565,0 to 1 okay
MCS,$100M-$500M,-9466000,1065103000,5575000,-9531000,-7734000,68.4907,152276000.0,-0.062163,-0.050789,-17265000.0,-0.11338,0.036611,-0.011374,0.142968,-0.212154,-1 to 0 mixed
MCW,$100M-$500M,21136000,2881536000,894000,-63160000,67017000,0.6401,225960000.0,0.093539,0.296588,3857000.0,0.017069,0.003956,-0.203049,0.078417,0.106652,0 to 1 okay
MCY,$1B-$2B,-45288000,7103397000,31931000,-69500000,18173000,83.5958,1106579000.0,-0.040926,0.016423,-51327000.0,-0.046383,0.028856,-0.057349,0.155782,-0.116165,-1 to 0 mixed
MDB,$100M-$500M,-54246000,2869642000,130000,211282000,53730000,-5.8696,368280000.0,-0.147296,0.145894,265012000.0,0.719594,0.000353,-0.29319,0.128337,0.571945,0 to 1 okay
MDLZ,$2B-$10B,2081000000,71391000000,-1757000000,636000000,1123000000,-10.6742,9166000000.0,0.227035,0.122518,1759000000.0,0.191905,0.0,0.104517,0.128392,0.209906,0 to 1 okay
MDT,$10B-$50B,5039000000,90948000000,-5336000000,-1659000000,7346000000,13.074,31686000000.0,0.159029,0.231837,5687000000.0,0.17948,0.0,-0.072808,0.348397,0.338509,0 to 1 okay
MEC,$100M-$500M,2571000,496661000,8297000,-2255000,-6043000,32.3317,142645000.0,0.018024,-0.042364,-8298000.0,-0.058172,0.058165,0.060388,0.287208,-0.219089,-1 to 0 mixed
MED,$100M-$500M,39968000,309908000,-25896000,-2115000,64059000,-49.9771,348983000.0,0.114527,0.183559,61944000.0,0.177499,0.0,-0.069032,1.126086,0.292026,0 to 1 okay
MEG,$100M-$500M,-14719000,816786000,-4654000,-11727000,3029000,-52.7181,131428000.0,-0.111993,0.023047,-8698000.0,-0.066181,0.0,-0.13504,0.160909,-0.178174,-1 to 0 mixed
MEI,$500M-$1B,69000000,1579100000,-63600000,-27300000,83800000,-22.5744,878400000.0,0.078552,0.095401,56500000.0,0.064321,0.0,-0.016849,0.556266,0.142873,0 to 1 okay
MELI,$2B-$10B,201000000,17646000000,-112000000,-538000000,859000000,8.5674,3186000000.0,0.063089,0.269617,321000000.0,0.100753,0.0,-0.206529,0.180551,0.163842,0 to 1 okay
MERC,$500M-$1B,-30578000,2662578000,28099000,-32624000,-49650000,-86.7948,522666000.0,-0.058504,-0.094994,-82274000.0,-0.157412,0.053761,0.03649,0.196301,-0.342657,-1 to 0 mixed
MET,$10B-$50B,80000000,687584000000,-2295000000,-1504000000,2026000000,5.0891,15388000000.0,0.005199,0.131661,522000000.0,0.033923,0.0,-0.126462,0.02238,0.039121,0 to 1 okay
META,$10B-$50B,5709000000,229623000000,-10516000000,-6743000000,13998000000,21.2833,28645000000.0,0.199302,0.488672,7255000000.0,0.253273,0.0,-0.28937,0.124748,0.452575,0 to 1 okay
MG,$100M-$500M,-4986000,534776000,-3951000,-4460000,4433000,129.3556,168016000.0,-0.029676,0.026384,-27000.0,-0.000161,0.0,-0.05606,0.31418,-0.029836,-1 to 0 mixed
MGM,$2B-$10B,466807000,42368548000,-2380133000,212178000,704053000,-8.7093,3873296000.0,0.120519,0.181771,916231000.0,0.236551,0.0,-0.061252,0.091419,0.35707,0 to 1 okay
MGNI,$100M-$500M,-98732000,2688806000,-51809000,-7467000,-30893000,0.4525,130150000.0,-0.758602,-0.237365,-38360000.0,-0.294737,0.0,-0.521237,0.048404,-1.053338,-2 to -1 weak
MGPI,$100M-$500M,31071000,1392348000,-4270000,-16945000,5021000,-72.7919,201010000.0,0.154574,0.024979,-11924000.0,-0.05932,0.0,0.129596,0.144368,-0.163937,-1 to 0 mixed
MGRC,$100M-$500M,71657000,2217283000,227547000,-263529000,35711000,12.2528,163718000.0,0.437686,0.218125,-227818000.0,-1.391527,1.389872,0.21956,0.073837,-2.782834,<=-2 bad
MGY,$100M-$500M,96335000,2756216000,-77765000,-150215000,219823000,15.0489,308382000.0,0.312389,0.712827,69608000.0,0.22572,0.0,-0.400438,0.111886,0.538109,0 to 1 okay
MHO,$1B-$2B,103066000,4022440000,-15684000,-4793000,251499000,10.5822,1000530000.0,0.103011,0.251366,246706000.0,0.246575,0.0,-0.148354,0.248737,0.349587,0 to 1 okay
MIDD,$1B-$2B,99089000,6956137000,-63377000,-36450000,92002000,16.0594,1007396000.0,0.098362,0.091327,55552000.0,0.055144,0.0,0.007035,0.144821,0.139436,0 to 1 okay
MIR,$100M-$500M,-41900000,2718500000,24600000,-7500000,-2700000,77.8908,182100000.0,-0.230093,-0.014827,-10200000.0,-0.056013,0.135091,-0.215266,0.066985,-0.421197,-1 to 0 mixed
MKSI,$500M-$1B,-42000000,9118000000,-43000000,-17000000,37000000,109.2415,794000000.0,-0.052897,0.046599,20000000.0,0.025189,0.0,-0.099496,0.087081,-0.027708,-1 to 0 mixed
MKTX,$100M-$500M,73628000,2015067000,-48142000,-32754000,7527000,-19.6435,203169000.0,0.362398,0.037048,-25227000.0,-0.124168,0.0,0.32535,0.100825,-0.412469,-1 to 0 mixed
MLKN,$2B-$10B,25800000,4274800000,-22100000,-53200000,70400000,-34.1667,3130400000.0,0.008242,0.022489,17200000.0,0.005495,0.0,-0.014247,0.732292,0.013736,0 to 1 okay
MLM,$1B-$2B,121000000,15125000000,-138000000,-152000000,161000000,12.6109,1354000000.0,0.089365,0.118907,9000000.0,0.006647,0.0,-0.029542,0.089521,0.096012,0 to 1 okay
MLR,$100M-$500M,9220000,647210000,-2059000,-1749000,-6764000,-12.9296,148933000.0,0.061907,-0.045416,-8513000.0,-0.05716,0.0,0.107323,0.230115,-0.2099,-1 to 0 mixed
MMI,$100M-$500M,-5833000,878411000,-24015000,117356000,-101207000,-9.2498,154792000.0,-0.037683,-0.653826,16149000.0,0.104327,0.0,0.616143,0.176218,-1.165642,-2 to -1 weak
MMS,$2B-$10B,39995000,3985797000,-171671000,-24627000,175037000,-24.2474,2456098000.0,0.016284,0.071266,150410000.0,0.061239,0.0,-0.054982,0.616213,0.077523,0 to 1 okay
MMSI,$100M-$500M,20703000,2325244000,-497000,-14856000,14545000,-21.3519,297565000.0,0.069575,0.04888,-311000.0,-0.001045,0.0,0.020695,0.127972,0.02714,0 to 1 okay
MNRO,$1B-$2B,61568000,1776877000,-85970000,-109801000,173759000,-25.2854,1359328000.0,0.045293,0.127827,63958000.0,0.047051,0.0,-0.082534,0.76501,0.092344,0 to 1 okay
MNST,$1B-$2B,397444000,9686522000,-6049000,-52766000,424475000,50.1599,1698930000.0,0.233938,0.249848,371709000.0,0.21879,0.0,-0.015911,0.175391,0.452728,0 to 1 okay
MO,$2B-$10B,1787000000,38570000000,-3045000000,-56000000,2984000000,45.5338,5719000000.0,0.312467,0.52177,2928000000.0,0.511978,0.0,-0.209302,0.148276,0.824445,0 to 1 okay
MOD,$2B-$10B,85200000,1565900000,39200000,-51000000,11500000,142.5904,2050100000.0,0.041559,0.005609,-39500000.0,-0.019267,0.019121,0.035949,1.309215,-0.068728,-1 to 0 mixed
MORN,$100M-$500M,-7600000,3403400000,-48800000,-700000,23400000,-40.109,479700000.0,-0.015843,0.04878,22700000.0,0.047321,0.0,-0.064624,0.140947,0.031478,0 to 1 okay
MOS,$2B-$10B,434800000,23032800000,-209000000,-221400000,149000000,-20.4318,3604300000.0,0.120634,0.04134,-72400000.0,-0.020087,0.0,0.079294,0.156486,-0.058042,-1 to 0 mixed
MOV,$100M-$500M,9128000,741496000,-30282000,-2883000,-21497000,10.5475,144905000.0,0.062993,-0.148352,-24380000.0,-0.168248,0.0,0.211345,0.195422,-0.527946,-1 to 0 mixed
MPAA,$500M-$1B,7361000,1028565000,60215000,-7938000,-44862000,87.2611,650308000.0,0.011319,-0.068986,-52800000.0,-0.081192,0.092595,0.080305,0.632248,-0.323078,-1 to 0 mixed
MPC,$10B-$50B,2724000000,85987000000,-3907000000,-816000000,4057000000,30.8057,34864000000.0,0.078132,0.116366,3241000000.0,0.092961,0.0,-0.038234,0.405457,0.171093,0 to 1 okay
MQ,$100M-$500M,-68801000,1589691000,-24556000,-98330000,-10546000,-20.1275,217343000.0,-0.316555,-0.048522,-108876000.0,-0.500941,0.0,-0.268033,0.13672,-0.817496,-1 to 0 mixed
MRCY,$500M-$1B,-20099000,2391367000,62330000,-29800000,-33864000,188.0044,720646000.0,-0.02789,-0.046991,-63664000.0,-0.088343,0.086492,0.019101,0.301353,-0.240927,-1 to 0 mixed
MRK,$10B-$50B,2821000000,106675000000,-2054000000,-2359000000,1339000000,-1.7547,14487000000.0,0.194726,0.092428,-1020000000.0,-0.070408,0.0,0.102299,0.135805,-0.080279,-1 to 0 mixed
MRNA,$1B-$2B,79000000,18426000000,-542000000,2011000000,-1225000000,-57.9923,1862000000.0,0.042427,-0.657895,786000000.0,0.422127,0.0,0.700322,0.101053,-0.93609,-1 to 0 mixed
MRSH,$2B-$10B,1235000000,48030000000,773000000,-368000000,-819000000,-18.4292,3503000000.0,0.352555,-0.2338,-1187000000.0,-0.338852,0.220668,0.586355,0.072934,-1.379675,-2 to -1 weak
MRVL,$1B-$2B,-168900000,21228500000,11600000,-102700000,208400000,63.3833,1321700000.0,-0.12779,0.157676,105700000.0,0.079973,0.008777,-0.285466,0.062261,-0.056594,-1 to 0 mixed
MSCI,$500M-$1B,238728000,5518219000,-158293000,-21762000,264141000,22.8133,592218000.0,0.403108,0.44602,242379000.0,0.409273,0.0,-0.042912,0.10732,0.812382,0 to 1 okay
MSFT,>$50B,52280000000,411976000000,-32522000000,-13546000000,58812000000,-16.5671,155726000000.0,0.335718,0.377663,45266000000.0,0.290677,0.0,-0.041945,0.377998,0.626395,0 to 1 okay
MSGE,$500M-$1B,101080000,1401157000,-85194000,13261000,132341000,89.7196,703561000.0,0.143669,0.188102,145602000.0,0.20695,0.0,-0.044433,0.502129,0.350619,0 to 1 okay
MSI,$2B-$10B,278000000,13336000000,-263000000,-53000000,-8000000,11.1918,2171000000.0,0.128052,-0.003685,-61000000.0,-0.028098,0.0,0.131737,0.162792,-0.163519,-1 to 0 mixed
MSTR,$100M-$500M,461193000,4762528000,187622000,-179774000,37397000,-9.0071,121915000.0,3.782906,0.306747,-142377000.0,-1.167838,1.538957,3.47616,0.025599,-4.400049,<=-2 bad
MTB,$2B-$10B,702000000,208264000000,1617000000,-1747000000,428000000,43.2582,5992000000.0,0.117156,0.071429,-1319000000.0,-0.220127,0.26986,0.045728,0.028771,-0.464286,-1 to 0 mixed
MTCH,$500M-$1B,120691000,4507886000,-104932000,-19790000,120387000,21.2755,787124000.0,0.153332,0.152945,100597000.0,0.127803,0.0,0.000386,0.17461,0.280362,0 to 1 okay
MTD,$500M-$1B,188426000,3355555000,-137635000,-22386000,153262000,-9.538,928738000.0,0.202884,0.165022,130876000.0,0.140918,0.0,0.037862,0.276776,0.268078,0 to 1 okay
MTH,$2B-$10B,131301000,6353134000,-20095000,-8728000,124472000,-14.1453,2361380000.0,0.055604,0.052712,115744000.0,0.049015,0.0,0.002892,0.371687,0.098835,0 to 1 okay
MTRN,$100M-$500M,25588000,1762726000,-6291000,-29802000,38105000,68.1508,442526000.0,0.057823,0.086108,8303000.0,0.018763,0.0,-0.028285,0.251046,0.076585,0 to 1 okay
MTRX,$500M-$1B,-52025000,400504000,-110000,-6102000,2403000,28.6432,589166000.0,-0.088303,0.004079,-3699000.0,-0.006278,0.0,-0.092381,1.471061,-0.094581,-1 to 0 mixed
MTSI,$100M-$500M,55274000,1553244000,-29524000,-24972000,70747000,144.3827,349510000.0,0.158147,0.202418,45775000.0,0.130969,0.0,-0.044271,0.225019,0.289116,0 to 1 okay
MTUS,$100M-$500M,14400000,1175300000,-30200000,-9100000,9800000,-4.14,323500000.0,0.044513,0.030294,700000.0,0.002164,0.0,0.014219,0.275249,0.018238,0 to 1 okay
MTW,$500M-$1B,16500000,1706700000,-15100000,-8600000,15400000,17.0009,508300000.0,0.032461,0.030297,6800000.0,0.013378,0.0,0.002164,0.297826,0.041511,0 to 1 okay
MTX,$500M-$1B,37000000,3346600000,-9200000,-24700000,33700000,-13.2153,546100000.0,0.067753,0.06171,9000000.0,0.01648,0.0,0.006043,0.163181,0.072148,0 to 1 okay
MU,$10B-$50B,-195000000,64254000000,5095000000,-5361000000,1310000000,211.6705,11530000000.0,-0.016912,0.113617,-4051000000.0,-0.351344,0.441891,-0.130529,0.179444,-0.810147,-1 to 0 mixed
MUR,$500M-$1B,191644000,9766697000,-114655000,-345319000,686282000,-5.1895,841716000.0,0.227682,0.815337,340963000.0,0.405081,0.0,-0.587654,0.086182,0.632763,0 to 1 okay
MWA,$500M-$1B,22500000,1505000000,-20100000,-15400000,-22200000,58.0273,647700000.0,0.034738,-0.034275,-37600000.0,-0.058052,0.0,0.069013,0.430365,-0.16134,-1 to 0 mixed
MXL,$100M-$500M,9533000,1080257000,-6170000,-15511000,42159000,158.8839,248442000.0,0.038371,0.169694,26648000.0,0.10726,0.0,-0.131322,0.229984,0.145632,0 to 1 okay
MYE,$100M-$500M,12976000,541631000,-11470000,-9218000,25786000,62.2945,215739000.0,0.060147,0.119524,16568000.0,0.076796,0.0,-0.059377,0.398314,0.136943,0 to 1 okay
MYGN,$100M-$500M,-54700000,1146500000,-4900000,34600000,-33200000,-80.4998,181200000.0,-0.301876,-0.183223,1400000.0,0.007726,0.0,-0.118653,0.158046,-0.29415,-1 to 0 mixed
MZTI,$1B-$2B,37592000,1112994000,-82652000,-78921000,184151000,-32.0771,1367866000.0,0.027482,0.134626,105230000.0,0.07693,0.0,-0.107144,1.228997,0.104412,0 to 1 okay
NATL,$500M-$1B,36000000,5741000000,-91000000,-25000000,120000000,61.8089,986000000.0,0.036511,0.121704,95000000.0,0.096349,0.0,-0.085193,0.171747,0.13286,0 to 1 okay
NATR,$100M-$500M,860000,249773000,-1156000,-2325000,9325000,84.8404,108634000.0,0.007916,0.085839,7000000.0,0.064437,0.0,-0.077922,0.434931,0.072353,0 to 1 okay
NBIX,$100M-$500M,-76600000,3251400000,8200000,-42100000,-125200000,-6.9546,420400000.0,-0.182207,-0.297812,-167300000.0,-0.397954,0.019505,0.115604,0.129298,-0.830875,-1 to 0 mixed
NBR,$500M-$1B,49224000,5277965000,2316000,-128131000,154050000,24.5212,779139000.0,0.063177,0.197718,25919000.0,0.033266,0.002973,-0.134541,0.147621,0.093471,0 to 1 okay
NBTB,$100M-$500M,33658000,13309040000,86158000,-75560000,21847000,12.6166,151011000.0,0.222884,0.144672,-53713000.0,-0.355689,0.570541,0.078213,0.011346,-0.859772,-1 to 0 mixed
NCNO,$100M-$500M,-11243000,1340430000,-13856000,-1961000,31303000,-43.3164,113672000.0,-0.098907,0.27538,29342000.0,0.258129,0.0,-0.374287,0.084803,0.159221,0 to 1 okay
NDAQ,$1B-$2B,302000000,32294000000,-613000000,-133000000,565000000,51.0517,1533000000.0,0.196999,0.368558,432000000.0,0.2818,0.0,-0.171559,0.04747,0.4788,0 to 1 okay
NDLS,$100M-$500M,-3115000,368095000,3755000,-10436000,7222000,-7.3899,126077000.0,-0.024707,0.057282,-3214000.0,-0.025492,0.029783,-0.08199,0.342512,-0.079983,-1 to 0 mixed
NDSN,$1B-$2B,104261000,5251770000,64822000,-393153000,287905000,21.8763,1260642000.0,0.082705,0.22838,-105248000.0,-0.083488,0.05142,-0.145675,0.240041,-0.052203,-1 to 0 mixed
NE,$500M-$1B,108063000,5507437000,-170521000,-62734000,-63080000,17.8484,610054000.0,0.177137,-0.103401,-125814000.0,-0.206234,0.0,0.280537,0.110769,-0.590172,-1 to 0 mixed
NEE,$10B-$50B,2086000000,177489000000,6890000000,-7817000000,1673000000,31.78,10881000000.0,0.19171,0.153754,-6144000000.0,-0.564654,0.633214,0.037956,0.061305,-1.08207,-2 to -1 weak
NEM,$2B-$10B,351000000,55506000000,-350000000,-342000000,4279000000,175.3919,2679000000.0,0.131019,1.597238,3937000000.0,1.469578,0.0,-1.466219,0.048265,1.600597,1 to 2 good
NEO,$100M-$500M,-30795000,1681229000,1379000,23742000,-12692000,-38.4229,119693000.0,-0.257283,-0.106038,11050000.0,0.09232,0.011521,-0.151245,0.071194,-0.176485,-1 to 0 mixed
NEOG,$500M-$1B,-28442000,4508764000,-118333000,194163000,-49938000,-39.0816,580637000.0,-0.048984,-0.086006,144225000.0,0.248391,0.0,0.037021,0.12878,0.125364,0 to 1 okay
