quarter,ticker,cik,metadata_status,has_10q_10k_before_or_in_qtr,latest_10q_10k_form,latest_10q_10k_filing_date,latest_10q_10k_accession,item_202_8k_count_in_qtr,item_202_8k_with_ex99_count,item_202_8k_dates,item_202_8k_accessions,ex99_1_documents,passes_metadata_gate,metadata_gate_reason
2024Q3,KMB,55785,ok,True,10-Q,2024-07-23,0000055785-24-000085,1,1,2024-07-23,0000055785-24-000081,kmbq220248kex-991.htm;pre-20240723.htm,True,included
2024Q3,KMI,1506307,ok,True,10-Q,2024-07-19,0001506307-24-000074,1,1,2024-07-17,0001506307-24-000051,kmi2024q28-kex991.htm,True,included
2024Q3,KMT,55242,ok,True,10-K,2024-08-12,0000055242-24-000055,1,1,2024-08-07,0000055242-24-000050,kmt6302024exhibit991.htm,True,included
2024Q3,KN,1587523,ok,True,10-Q,2024-07-31,0001587523-24-000071,1,1,2024-07-31,0001587523-24-000070,exhibit991q22024.htm;exhibit992q22024.htm,True,included
2024Q3,KNF,0001955520,ok,True,10-Q,2024-08-06,0001955520-24-000040,1,1,2024-08-06,0001955520-24-000037,a2024q2ex99.htm,True,included
2024Q3,KNSA,1730430,ok,True,10-Q,2024-07-25,0001558370-24-010181,1,1,2024-07-23,0001104659-24-081717,tm2419915d1_ex99-1.htm,True,included
2024Q3,KNTK,1692787,ok,True,10-Q,2024-08-09,0001692787-24-000042,1,1,2024-08-07,0001692787-24-000041,kntkex991pressrelease_q220.htm,True,included
2024Q3,KO,21344,ok,True,10-Q,2024-07-29,0000021344-24-000044,1,1,2024-07-23,0000021344-24-000037,a2024q2earningsreleaseex-9.htm,True,included
2024Q3,KODK,31235,ok,True,10-Q,2024-08-08,0001437749-24-025552,1,0,2024-08-08,0001437749-24-025568,,False,missing_ex99_1_for_item_202
2024Q3,KOP,1315257,ok,True,10-Q,2024-08-08,0000950170-24-093561,1,1,2024-08-08,0000950170-24-093360,kop-ex99_1.htm,True,included
2024Q3,KOS,1509991,ok,True,10-Q,2024-08-05,0001509991-24-000072,1,1,2024-08-05,0001509991-24-000069,kos_ex99x1-q2x2024.htm,True,included
2024Q3,KOSS,56701,ok,True,10-K,2024-08-30,0000056701-24-000028,1,1,2024-08-29,0000056701-24-000026,koss-20240829xex99_1.htm,True,included
2024Q3,KPTI,1503802,ok,True,10-Q,2024-08-06,0000950170-24-091210,1,1,2024-08-06,0001193125-24-194427,d878101dex991.htm,True,included
2024Q3,KR,56873,ok,True,10-Q,2024-09-20,0001558370-24-012921,1,1,2024-09-12,0001104659-24-099127,tm2423658d1_ex99-1.htm,True,included
2024Q3,KRG,1286043,ok,True,10-Q,2024-07-31,0001286043-24-000089,1,1,2024-07-30,0001286043-24-000083,exhibit99_1xq22024.htm;exhibit99_2xq22024.htm,True,included
2024Q3,KRMD,704440,ok,True,10-Q,2024-08-07,0001161697-24-000334,1,1,2024-08-07,0001161697-24-000335,ex_99-1.htm,True,included
2024Q3,KRO,1257640,ok,True,10-Q,2024-08-07,0001558370-24-011359,2,2,2024-07-17;2024-08-07,0001257640-24-000031;0001257640-24-000041,kro-20240716xex99d1.htm;kro-20240807xex99d1.htm,True,included
2024Q3,KROS,1664710,ok,True,10-Q,2024-08-07,0001664710-24-000068,1,1,2024-08-07,0001664710-24-000067,exhibit991q22024.htm,True,included
2024Q3,KRRO,1703647,ok,True,10-Q,2024-08-13,0000950170-24-096189,1,1,2024-08-13,0000950170-24-096172,krro-ex99_1.htm,True,included
2024Q3,KRT,1758021,ok,True,10-Q,2024-08-09,0001628280-24-036439,1,1,2024-08-08,0001628280-24-036146,krt-20240808xpressrelease.htm,True,included
2024Q3,KRUS,1772177,ok,True,10-Q,2024-07-09,0000950170-24-082426,1,1,2024-07-09,0000950170-24-082420,krus-ex99_1.htm;krus-ex99_2.htm,True,included
2024Q3,KRYS,1711279,ok,True,10-Q,2024-08-05,0001711279-24-000040,1,1,2024-08-05,0001711279-24-000038,a2q24exhibit991prjune.htm,True,included
2024Q3,KSCP,0001600983,ok,True,10-Q,2024-08-14,0001558370-24-012268,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,KSS,885639,ok,True,10-Q,2024-09-05,0000950170-24-103988,1,1,2024-08-28,0001193125-24-208232,d10213dex991.htm;d10213dex992.htm,True,included
2024Q3,KTB,1760965,ok,True,10-Q,2024-08-01,0001760965-24-000045,1,1,2024-08-01,0001760965-24-000042,a2024q2ktberexhibit991.htm,True,included
2024Q3,KTOS,1069258,ok,True,10-Q,2024-08-07,0001069258-24-000051,1,1,2024-08-07,0001069258-24-000049,ktos202406308kexhibit991.htm,True,included
2024Q3,KULR,1662684,ok,True,10-Q,2024-08-12,0001410578-24-001312,1,1,2024-08-12,0001104659-24-088412,tm2421429d1_ex99-1.htm,True,included
2024Q3,KVHI,1007587,ok,True,10-Q,2024-08-01,0001007587-24-000008,1,1,2024-08-01,0001007587-24-000007,q22024exhibit991.htm,True,included
2024Q3,KVUE,0001944048,ok,True,10-Q,2024-08-06,0001944048-24-000139,1,1,2024-08-06,0001944048-24-000136,q224earningspressrelease.htm,True,included
2024Q3,KW,1408100,ok,True,10-Q,2024-08-08,0001408100-24-000113,1,1,2024-08-07,0001408100-24-000106,kw20240630ex991supplementa.htm,True,included
2024Q3,KWR,81362,ok,True,10-Q,2024-08-05,0000081362-24-000119,1,1,2024-08-05,0000081362-24-000117,kwr2024q22024ex-992final.htm;kwr2024q2ex-991.htm,True,included
2024Q3,KYMR,1815442,ok,True,10-Q,2024-08-07,0000950170-24-092275,1,1,2024-08-07,0000950170-24-092272,kymr-ex99_1.htm,True,included
2024Q3,KYNB,921299,ok,True,10-Q,2024-08-06,0000950170-24-091808,1,1,2024-08-06,0000950170-24-091766,fgen-ex99_1.htm,True,included
2024Q3,KZR,1645666,ok,True,10-Q,2024-08-13,0000950170-24-096213,1,1,2024-08-13,0000950170-24-096165,kzr-ex99_1.htm,True,included
2024Q3,L,60086,ok,True,10-Q,2024-07-29,0000060086-24-000148,1,1,2024-07-29,0000060086-24-000147,exhibit991-q22024.htm;exhibit992-q22024.htm,True,included
2024Q3,LAKE,798081,ok,True,10-Q,2024-09-06,0001654954-24-011569,1,1,2024-09-04,0001654954-24-011499,lake_ex991.htm;lake_ex992.htm,True,included
2024Q3,LAMR,1090425,ok,True,10-Q,2024-08-08,0001628280-24-035955,1,0,2024-08-08,0001628280-24-035862,,False,missing_ex99_1_for_item_202
2024Q3,LAND,1495240,ok,True,10-Q,2024-08-08,0001495240-24-000020,1,0,2024-08-08,0001495240-24-000023,,False,missing_ex99_1_for_item_202
2024Q3,LASR,1124796,ok,True,10-Q,2024-08-02,0001124796-24-000098,1,1,2024-08-01,0001124796-24-000096,exhibit991-q22024.htm,True,included
2024Q3,LAUR,912766,ok,True,10-Q,2024-08-01,0001628280-24-033877,1,1,2024-08-01,0001628280-24-033876,laur06302024earningsreleas.htm;laureateq22024earningspr.htm,True,included
2024Q3,LAW,1625641,ok,True,10-Q,2024-08-08,0001625641-24-000122,1,1,2024-08-08,0001625641-24-000120,q22024earningsrelease.htm,True,included
2024Q3,LBRDA,1611983,ok,True,10-Q,2024-08-08,0001558370-24-011540,1,1,2024-08-08,0001611983-24-000030,lbrda-20240808xex99d1.htm,True,included
2024Q3,LBRDK,1611983,ok,True,10-Q,2024-08-08,0001558370-24-011540,1,1,2024-08-08,0001611983-24-000030,lbrda-20240808xex99d1.htm,True,included
2024Q3,LBRT,1694028,ok,True,10-Q,2024-07-18,0001694028-24-000082,1,0,2024-07-17,0001694028-24-000079,,False,missing_ex99_1_for_item_202
2024Q3,LBTYA,1570585,ok,True,10-Q,2024-07-25,0001570585-24-000237,3,3,2024-07-25;2024-07-25;2024-07-25,0001570585-24-000240;0001570585-24-000239;0001570585-24-000238,ex991q22024release-telenet.htm;ex991fixedincomeq22024rele.htm;ex991lgq22024pressrelease.htm,True,included
2024Q3,LBTYK,1570585,ok,True,10-Q,2024-07-25,0001570585-24-000237,3,3,2024-07-25;2024-07-25;2024-07-25,0001570585-24-000240;0001570585-24-000239;0001570585-24-000238,ex991q22024release-telenet.htm;ex991fixedincomeq22024rele.htm;ex991lgq22024pressrelease.htm,True,included
2024Q3,LC,1409970,ok,True,10-Q,2024-08-01,0001409970-24-000039,1,1,2024-07-30,0001409970-24-000036,q224exhibit991er.htm,True,included
2024Q3,LCID,1811210,ok,True,10-Q,2024-08-05,0001628280-24-034730,3,3,2024-07-08;2024-08-05;2024-09-10,0001104659-24-078210;0001628280-24-034728;0001628280-24-039963,tm2418887d1_ex99-1.htm;q2fy24ex991earnings.htm;ex991-techandmanufacturing.htm,True,included
2024Q3,LCII,763744,ok,True,10-Q,2024-08-06,0000763744-24-000109,1,1,2024-08-06,0000763744-24-000105,lcii-earningsrelease2q24qu.htm,True,included
2024Q3,LCUT,874396,ok,True,10-Q,2024-08-08,0001628280-24-036161,1,1,2024-08-08,0001628280-24-035885,ex99108082024.htm,True,included
2024Q3,LDOS,1336920,ok,True,10-Q,2024-07-30,0001336920-24-000049,1,1,2024-07-30,0001336920-24-000045,ldos062824q2pressreleaseex.htm,True,included
2024Q3,LE,799288,ok,True,10-Q,2024-09-05,0000950170-24-104054,1,1,2024-09-05,0000950170-24-103728,le-ex99_1.htm,True,included
2024Q3,LECO,59527,ok,True,10-Q,2024-07-31,0000059527-24-000029,1,1,2024-07-31,0000059527-24-000027,leco-20240731xex99d1.htm,True,included
2024Q3,LEG,58492,ok,True,10-Q,2024-08-07,0000058492-24-000501,1,1,2024-08-01,0001193125-24-191568,d751038dex991.htm,True,included
2024Q3,LEGH,1436208,ok,True,10-Q,2024-08-08,0001558370-24-011633,1,1,2024-08-13,0001104659-24-088844,tm2421569d1_ex99-1.htm,True,included
2024Q3,LEN,920760,ok,True,10-Q,2024-06-28,0001628280-24-030508,1,1,2024-09-19,0001628280-24-040938,ex991-2024831x8kq3.htm,True,included
2024Q3,LESL,1821806,ok,True,10-Q,2024-08-08,0000950170-24-093092,2,2,2024-07-17;2024-08-07,0000950170-24-084271;0000950170-24-092798,lesl-ex99_1.htm;lesl-ex99_1.htm,True,included
2024Q3,LEU,1065059,ok,True,10-Q,2024-08-07,0001065059-24-000074,1,1,2024-08-06,0001065059-24-000067,ex991-10q2024_08x07.htm,True,included
2024Q3,LEXX,1348362,ok,True,10-Q,2024-07-12,0001640334-24-001091,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,LFCR,1005286,ok,True,10-K,2024-08-26,0001005286-24-000124,1,1,2024-08-26,0001005286-24-000125,lfcrq4fy24earningsrelease.htm,True,included
2024Q3,LFMD,948320,ok,True,10-Q,2024-08-07,0001493152-24-030564,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,LFST,1845257,ok,True,10-Q,2024-08-08,0000950170-24-094105,1,1,2024-08-08,0000950170-24-093114,lfst-ex99_1.htm;lfst-ex99_2.htm,True,included
2024Q3,LFUS,889331,ok,True,10-Q,2024-07-31,0000889331-24-000161,1,1,2024-07-30,0000889331-24-000159,q22024earningsreleaseex991.htm,True,included
2024Q3,LGIH,1580670,ok,True,10-Q,2024-07-30,0001580670-24-000037,1,1,2024-07-30,0001580670-24-000035,ex991earningsrelease63024.htm,True,included
2024Q3,LGND,886163,ok,True,10-Q,2024-08-07,0000886163-24-000071,1,1,2024-08-06,0000886163-24-000067,q22024earningsrelease_ex991.htm,True,included
2024Q3,LH,920148,ok,True,10-Q,2024-08-02,0000920148-24-000099,1,1,2024-08-01,0000920148-24-000096,form8-kerex991for2q24.htm,True,included
2024Q3,LHX,202058,ok,True,10-Q,2024-07-26,0000202058-24-000140,1,1,2024-07-25,0000202058-24-000139,exhibit991q2cy24earnings.htm,True,included
2024Q3,LIF,0001581760,ok,True,10-Q,2024-08-08,0001581760-24-000080,1,1,2024-08-08,0001581760-24-000082,a360q224resultspresentat.htm,True,included
2024Q3,LII,1069202,ok,True,10-Q,2024-07-24,0001628280-24-032782,1,1,2024-07-24,0001628280-24-032683,lii-2024630xexx991pressrel.htm,True,included
2024Q3,LILA,1712184,ok,True,10-Q,2024-08-06,0001712184-24-000203,1,1,2024-08-06,0001712184-24-000202,ex991toform_llaq22024earni.htm,True,included
2024Q3,LILAK,1712184,ok,True,10-Q,2024-08-06,0001712184-24-000203,1,1,2024-08-06,0001712184-24-000202,ex991toform_llaq22024earni.htm,True,included
2024Q3,LIN,1707925,ok,True,10-Q,2024-08-02,0001628280-24-034299,1,1,2024-08-02,0001654954-24-009830,linde_ex991.htm,True,included
2024Q3,LINC,1286613,ok,True,10-Q,2024-08-08,0001140361-24-036418,1,1,2024-08-08,0001140361-24-036333,ef20033735_ex99-1.htm,True,included
2024Q3,LIND,1512499,ok,True,10-Q,2024-08-08,0001437749-24-025584,1,0,2024-08-08,0001437749-24-025275,,False,missing_ex99_1_for_item_202
2024Q3,LITE,1633978,ok,True,10-K,2024-08-21,0001628280-24-038024,2,2,2024-08-14;2024-08-21,0001628280-24-037191;0001628280-24-037938,lite_ex991xq4fy24.htm;lite_ex991xq4fy248-ka.htm,True,included
2024Q3,LIVN,1639691,ok,True,10-Q,2024-08-01,0001639691-24-000109,1,1,2024-07-31,0001639691-24-000105,a2q2024earningspressrelease.htm,True,included
2024Q3,LKQ,1065696,ok,True,10-Q,2024-07-25,0001065696-24-000112,1,1,2024-07-25,0001065696-24-000109,exhibit991.htm,True,included
2024Q3,LLY,59478,ok,True,10-Q,2024-08-08,0000059478-24-000187,1,1,2024-08-08,0000059478-24-000185,q224lillysalesandearningsp.htm,True,included
2024Q3,LMAT,1158895,ok,True,10-Q,2024-08-08,0001437749-24-025466,1,0,2024-08-01,0001437749-24-024304,,False,missing_ex99_1_for_item_202
2024Q3,LMB,1606163,ok,True,10-Q,2024-08-06,0001628280-24-035219,1,1,2024-08-06,0001628280-24-035215,a2024630ex991pr.htm;lmbinvestorpresentation_.htm,True,included
2024Q3,LMND,1691421,ok,True,10-Q,2024-07-31,0001691421-24-000108,1,0,2024-07-30,0001691421-24-000100,,False,missing_ex99_1_for_item_202
2024Q3,LMNR,1342423,ok,True,10-Q,2024-09-09,0001342423-24-000026,1,1,2024-09-09,0001342423-24-000025,lmnr73124erexhibit991.htm,True,included
2024Q3,LMT,936468,ok,True,10-Q,2024-07-23,0000936468-24-000095,1,1,2024-07-23,0000936468-24-000093,ex991q22024.htm,True,included
2024Q3,LNAI,1527728,ok,True,10-Q,2024-05-15,0001731122-24-000807,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,LNN,836157,ok,True,10-Q,2024-06-27,0000950170-24-078449,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,LNT,352541,ok,True,10-Q,2024-08-02,0000352541-24-000089,1,1,2024-08-02,0000352541-24-000087,lnt080120248-kex991.htm,True,included
2024Q3,LNTH,1521036,ok,True,10-Q,2024-07-31,0001628280-24-033630,1,1,2024-07-31,0001628280-24-033629,exhibit991q22024earningspr.htm,True,included
2024Q3,LNZA,1843724,ok,True,10-Q,2024-08-08,0001628280-24-035831,1,1,2024-08-08,0001628280-24-035824,a2q24earningspressrelease.htm,True,included
2024Q3,LOCO,1606366,ok,True,10-Q,2024-08-02,0001606366-24-000041,1,1,2024-08-01,0001606366-24-000037,loco-20240801xex99d1.htm,True,included
2024Q3,LOGI,1032975,ok,True,10-Q,2024-07-25,0001032975-24-000046,1,1,2024-07-23,0001032975-24-000042,exhibit991q1fy25.htm,True,included
2024Q3,LOPE,1434588,ok,True,10-Q,2024-08-06,0001558370-24-011082,1,1,2024-08-06,0001558370-24-011086,lope-20240806xex99d1.htm,True,included
2024Q3,LOVE,1701758,ok,True,10-Q,2024-09-12,0001628280-24-040192,1,1,2024-09-12,0001628280-24-040188,q2fy25pressrelease.htm,True,included
2024Q3,LOW,60667,ok,True,10-Q,2024-08-29,0000060667-24-000140,1,1,2024-08-20,0000060667-24-000137,exhibit991-08022024.htm;exhibit992-08022024.htm,True,included
2024Q3,LPCN,1535955,ok,True,10-Q,2024-08-08,0001493152-24-030648,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,LPG,1596993,ok,True,10-Q,2024-08-01,0001596993-24-000043,2,2,2024-07-24;2024-08-01,0001596993-24-000037;0001596993-24-000046,lpg-20240724xex99d1.htm;lpg-20240801xex99d1.htm,True,included
2024Q3,LPLA,1397911,ok,True,10-Q,2024-07-30,0001397911-24-000109,1,1,2024-07-25,0001397911-24-000103,a2024q2earningsrelease.htm,True,included
2024Q3,LPRO,1806201,ok,True,10-Q,2024-08-09,0001806201-24-000123,1,1,2024-08-08,0001806201-24-000119,a20240630-ex991.htm;lpro-20240808.htm;lpro20240630erss.htm,True,included
2024Q3,LPSN,1102993,ok,True,10-Q,2024-08-07,0001102993-24-000111,1,1,2024-07-31,0001102993-24-000102,q22024livepersonex991press.htm,True,included
2024Q3,LQDA,1819576,ok,True,10-Q,2024-08-07,0001558370-24-011206,1,1,2024-08-07,0001104659-24-086529,tm2420885d1_ex99-1.htm,True,included
2024Q3,LQDT,1235468,ok,True,10-Q,2024-08-08,0000950170-24-093555,1,1,2024-08-08,0000950170-24-093292,lqdt-ex99_1.htm,True,included
2024Q3,LRCX,707549,ok,True,10-K,2024-08-29,0000707549-24-000106,1,0,2024-07-31,0000707549-24-000099,,False,missing_ex99_1_for_item_202
2024Q3,LRHC,0001879403,ok,True,10-Q,2024-08-15,0001213900-24-069618,2,2,2024-07-19;2024-08-16,0001213900-24-063040;0001213900-24-070227,ea020973501ex99-1_larosa.htm;ea021150601ex99-1_larosa.htm,True,included
2024Q3,LRMR,1374690,ok,True,10-Q,2024-08-08,0000950170-24-093733,1,1,2024-08-07,0000950170-24-092265,lrmr-ex99_1.htm;lrmr-ex99_2.htm,True,included
2024Q3,LRN,1157408,ok,True,10-K,2024-08-07,0001558370-24-011134,1,0,2024-08-06,0001171843-24-004487,,False,missing_ex99_1_for_item_202
2024Q3,LSCC,855658,ok,True,10-Q,2024-07-30,0001437749-24-023930,1,0,2024-07-29,0001437749-24-023731,,False,missing_ex99_1_for_item_202
2024Q3,LSTR,853816,ok,True,10-Q,2024-07-31,0001193125-24-189687,1,1,2024-07-30,0001193125-24-188922,d104166dex991.htm;d104166dex992.htm,True,included
2024Q3,LTBR,1084554,ok,True,10-Q,2024-08-01,0001477932-24-004507,1,1,2024-07-31,0001477932-24-004464,ltbr_ex991.htm,True,included
2024Q3,LTC,887905,ok,True,10-Q,2024-07-29,0001558370-24-010291,1,1,2024-07-29,0001558370-24-010287,ltc-20240729xex99d1.htm;ltc-20240729xex99d2.htm,True,included
2024Q3,LTH,1869198,ok,True,10-Q,2024-08-01,0001869198-24-000032,1,1,2024-08-01,0001869198-24-000029,lth-20240630xex991.htm;lth-20240801xweaverascfore.htm,True,included
2024Q3,LTRX,1114925,ok,True,10-K,2024-09-09,0001683168-24-006264,1,1,2024-09-05,0001683168-24-006209,lantronix_ex9901.htm;lantronix_ex9902.htm,True,included
2024Q3,LUCY,0001808377,ok,True,10-Q,2024-08-12,0001829126-24-005415,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,LULU,1397187,ok,True,10-Q,2024-08-29,0001397187-24-000034,1,1,2024-08-29,0001397187-24-000033,lulu-20240728xex991.htm,True,included
2024Q3,LUNG,1127537,ok,True,10-Q,2024-08-02,0001127537-24-000077,1,1,2024-07-31,0001127537-24-000073,lung2q24earningsrelease073.htm,True,included
2024Q3,LUNR,1844452,ok,True,10-Q,2024-08-13,0001844452-24-000094,1,0,2024-08-13,0001844452-24-000093,,False,missing_ex99_1_for_item_202
2024Q3,LUV,92380,ok,True,10-Q,2024-07-29,0000092380-24-000111,1,1,2024-07-25,0000092380-24-000108,initiativespressrelease_.htm,True,included
2024Q3,LVO,1491419,ok,True,10-Q,2024-08-13,0001437749-24-026422,2,2,2024-07-19;2024-08-13,0001213900-24-063102;0001213900-24-067934,ea020974001ex99-1_liveon.htm;ea021122701ex99-1_liveone.htm;ea021122701ex99-2_liveone.htm,True,included
2024Q3,LVS,1300514,ok,True,10-Q,2024-07-26,0001300514-24-000123,1,1,2024-07-24,0001300514-24-000116,lvs_ex991x06302024.htm,True,included
2024Q3,LW,1679273,ok,True,10-K,2024-07-24,0001679273-24-000036,1,0,2024-07-24,0001679273-24-000034,,False,missing_ex99_1_for_item_202
2024Q3,LWAY,814586,ok,True,10-Q,2024-08-13,0001683168-24-005522,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,LWLG,1325964,ok,True,10-Q,2024-08-09,0001079973-24-001191,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,LXEO,0001907108,ok,True,10-Q,2024-08-12,0000950170-24-095057,1,1,2024-08-12,0000950170-24-095054,lxeo-ex99_1.htm,True,included
2024Q3,LXFR,1096056,ok,True,10-Q,2024-07-30,0001096056-24-000046,1,1,2024-07-30,0001096056-24-000044,q224pressrelease-final.htm,True,included
2024Q3,LXP,910108,ok,True,10-Q,2024-07-31,0001444838-24-000090,1,1,2024-07-31,0001444838-24-000094,exhibit991-pressreleasedat.htm;exhibit992-quarterlysupp.htm,True,included
2024Q3,LXU,60714,ok,True,10-Q,2024-08-01,0000950170-24-089292,1,1,2024-07-31,0000950170-24-088612,lxu-ex99_1.htm,True,included
2024Q3,LYB,1489393,ok,True,10-Q,2024-08-02,0001489393-24-000037,1,1,2024-08-02,0001489393-24-000035,a2024q2ex991_pressrelease.htm;a2024q2ex992_businessresul.htm,True,included
2024Q3,LYEL,1806952,ok,True,10-Q,2024-08-07,0001628280-24-035617,1,0,2024-08-07,0001628280-24-035603,,False,missing_ex99_1_for_item_202
2024Q3,LYFT,1759509,ok,True,10-Q,2024-08-07,0001759509-24-000102,1,1,2024-08-07,0001759509-24-000096,lyft-20240630xpressrelease.htm,True,included
2024Q3,LYRA,1327273,ok,True,10-Q,2024-08-14,0000950170-24-097042,1,1,2024-08-14,0000950170-24-097007,lyra-ex99_1.htm;lyra-ex99_2.htm,True,included
2024Q3,LYTS,763532,ok,True,10-K,2024-09-11,0001437749-24-028964,1,0,2024-08-15,0001437749-24-026942,,False,missing_ex99_1_for_item_202
2024Q3,LYV,1335258,ok,True,10-Q,2024-07-30,0001335258-24-000125,1,1,2024-07-30,0001335258-24-000123,lyv-2024q2xex991.htm,True,included
2024Q3,LZ,1286139,ok,True,10-Q,2024-08-07,0001286139-24-000093,2,1,2024-07-10;2024-08-07,0001193125-24-176824;0001286139-24-000091,d843790dex991.htm,True,included
2024Q3,LZB,57131,ok,True,10-Q,2024-08-20,0000057131-24-000081,1,1,2024-08-20,0000057131-24-000080,fy25q1pressrelease.htm,True,included
2024Q3,MA,1141391,ok,True,10-Q,2024-07-31,0001141391-24-000161,1,1,2024-07-31,0001141391-24-000159,ma06302024-exx991xearnings.htm,True,included
2024Q3,MAA,912595,ok,True,10-Q,2024-08-01,0000950170-24-089308,1,1,2024-07-31,0000950170-24-088601,maa-ex99_1.htm;maa-ex99_2.htm,True,included
2024Q3,MAC,912242,ok,True,10-Q,2024-08-08,0000912242-24-000125,1,1,2024-07-31,0000912242-24-000120,a2024q2-exhibit9911.htm,True,included
2024Q3,MAGN,41719,ok,True,10-Q,2024-08-08,0000041719-24-000032,1,1,2024-08-08,0000041719-24-000030,q22024earningsreleaseex-991.htm,True,included
2024Q3,MAMA,1520358,ok,True,10-Q,2024-09-10,0001628280-24-040029,1,1,2024-09-10,0001493152-24-035642,ex99-1.htm,True,included
2024Q3,MANH,1056696,ok,True,10-Q,2024-07-26,0000950170-24-086805,1,1,2024-07-23,0000950170-24-085622,manh-ex99_1.htm,True,included
2024Q3,MAR,1048286,ok,True,10-Q,2024-07-31,0001628280-24-033679,1,1,2024-07-31,0001628280-24-033622,mar-2024q2xearningsrelease.htm,True,included
2024Q3,MARA,1507605,ok,True,10-Q,2024-08-01,0001628280-24-034196,1,1,2024-08-01,0001493152-24-029930,ex99-1.htm,True,included
2024Q3,MAS,62996,ok,True,10-Q,2024-07-25,0000062996-24-000027,1,1,2024-07-25,0000062996-24-000026,a630248-kex99.htm,True,included
2024Q3,MASI,937556,ok,True,10-Q,2024-08-07,0000937556-24-000064,3,3,2024-07-09;2024-08-06;2024-09-25,0000937556-24-000056;0000937556-24-000062;0000937556-24-000085,masi-20240709xex991.htm;masi-q22024preearningspr.htm;masi-20240806xex991.htm;masi-q22024earningspres.htm;masi-20240925xex991.htm,True,included
2024Q3,MASS,1555279,ok,True,10-Q,2024-08-06,0001558370-24-010969,1,1,2024-08-06,0001104659-24-086090,tm2420867d1_ex99-1.htm,True,included
2024Q3,MAT,63276,ok,True,10-Q,2024-07-30,0001628280-24-033454,1,1,2024-07-23,0001628280-24-032594,matq22024earningsrelease.htm,True,included
2024Q3,MATV,1000623,ok,True,10-Q,2024-08-08,0001000623-24-000037,1,1,2024-08-07,0001000623-24-000034,ex991earningsrelease2024q2.htm,True,included
2024Q3,MATW,63296,ok,True,10-Q,2024-08-02,0000063296-24-000063,1,1,2024-08-02,0000063296-24-000062,ex991_3q2024earningspr.htm;ex99232024earningstelec.htm,True,included
2024Q3,MATX,3453,ok,True,10-Q,2024-08-02,0001558370-24-010642,1,1,2024-08-01,0001558370-24-010599,matx-20240801xex99d1.htm;matx-20240801xex99d2.htm,True,included
2024Q3,MAX,1818383,ok,True,10-Q,2024-08-01,0001818383-24-000062,1,1,2024-07-31,0001818383-24-000059,maxq22024-earningsreleasex.htm;maxq22024-shareholderlette.htm,True,included
2024Q3,MBC,0001941365,ok,True,10-Q,2024-08-07,0001941365-24-000098,1,1,2024-08-06,0001941365-24-000094,ex99-1xq22024pressrelease.htm,True,included
2024Q3,MBI,814585,ok,True,10-Q,2024-08-06,0000950170-24-091862,1,0,2024-08-06,0000950170-24-091879,,False,missing_ex99_1_for_item_202
2024Q3,MBIO,1680048,ok,True,10-Q,2024-08-13,0001558370-24-012051,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,MBLY,0001910139,ok,True,10-Q,2024-08-07,0001410578-24-001171,1,1,2024-08-01,0001104659-24-084598,tm2420463d1_ex99-1.htm,True,included
2024Q3,MBUU,1590976,ok,True,10-K,2024-08-29,0001590976-24-000073,1,1,2024-08-29,0001590976-24-000070,exhibit991-4q2024earningre.htm,True,included
2024Q3,MCD,63908,ok,True,10-Q,2024-08-08,0000063908-24-000123,1,1,2024-07-29,0000063908-24-000119,exhibit991-6302024.htm;exhibit992-6302024.htm,True,included
2024Q3,MCFT,1638290,ok,True,10-K,2024-08-30,0000950170-24-102002,1,1,2024-08-29,0000950170-24-101580,mcft-ex99_1.htm,True,included
2024Q3,MCHP,827054,ok,True,10-Q,2024-08-01,0000827054-24-000139,1,1,2024-08-01,0000827054-24-000138,exhibit991q1fy25.htm,True,included
2024Q3,MCK,927653,ok,True,10-Q,2024-08-07,0000927653-24-000098,1,1,2024-08-07,0000927653-24-000096,mck_exhibit991x6302024.htm,True,included
2024Q3,MCO,1059556,ok,True,10-Q,2024-07-24,0001059556-24-000128,1,1,2024-07-23,0001059556-24-000123,a2q24earningsrelease.htm,True,included
2024Q3,MCRB,1609809,ok,True,10-Q,2024-08-13,0000950170-24-095821,1,1,2024-08-13,0001193125-24-199382,d881755dex991.htm;d881755dex992.htm,True,included
2024Q3,MCRI,907242,ok,True,10-Q,2024-08-08,0001558370-24-011610,1,0,2024-07-25,0001171843-24-004113,,False,missing_ex99_1_for_item_202
2024Q3,MCS,62234,ok,True,10-Q,2024-08-01,0000062234-24-000047,1,1,2024-08-01,0000062234-24-000044,mcs-20240801xex991.htm,True,included
2024Q3,MCW,1853513,ok,True,10-Q,2024-08-02,0000950170-24-089577,1,1,2024-07-31,0000950170-24-088556,mcw-ex99_1.htm,True,included
